"","hn_1","best_match","street_type","base_function","spell_ave_true","suffix_true","both_true"
"10181",139,"TILLARY","ST","139 TILLARY ST","139 TILLARY ST","139 TILLARY ST","139 TILLARY ST"
"10182",NA,"PEARL B PLYMOUTH AND WATER","PL","PEARL B PLYMOUTH AND WATER PL","PEARL B PLYMOUTH AND WATER PL","PEARL B PLYMOUTH AND WATER PL","PEARL B PLYMOUTH AND WATER PL"
"10183",196,"WILLIAM NYH 114 HIGH","ST","196 WILLIAM NYH 114 HIGH ST","196 WILLIAM NYH 114 HIGH ST","196 WILLIAM NYH 114TH HIGH ST","196 WILLIAM NYH 114TH HIGH ST"
"10184",NA,"142.5 MYRTLE AVE","AVE","142.5 MYRTLE AVE","142.5 MYRTLE AVE","142ND.5 MYRTLE AVE","142ND.5 MYRTLE AVE"
"10185",NA,"JAY & WATER","ST","JAY & WATER ST","JAY & WATER ST","JAY & WATER ST","JAY & WATER ST"
"10186",55,"HUDSON AVE","AVE","55 HUDSON AVE","FIFTY-FIVE HUDSON AVE","55 HUDSON AVE","FIFTY-FIVE HUDSON AVE"
"10187",52,"ADAMS","ST","52 ADAMS ST","52 ADAMS ST","52 ADAMS ST","52 ADAMS ST"
"10188",12,"YORK H 9 JAY","ST","12 YORK H 9 JAY ST","12 YORK H 9 JAY ST","12 YORK H 9TH JAY ST","12 YORK H 9TH JAY ST"
"10189",203,"HIGH","ST","203 HIGH ST","203 HIGH ST","203 HIGH ST","203 HIGH ST"
"10190",NA,"WIDOW R 11 JAY","ST","WIDOW R 11 JAY ST","WIDOW R 11 JAY ST","WIDOW R 11TH JAY ST","WIDOW R 11TH JAY ST"
"10191",101,"CT","ST","101 CT ST","101 CT ST","101 CT ST","101 CT ST"
"10192",NA,"TIN AND COPPER SMITH , 194 BRG","BRG","TIN AND COPPER SMITH , 194 BRG","TIN AND COPPER SMITH , 194 BRG","TIN AND COPPER SMITH , 194TH BRG","TIN AND COPPER SMITH , 194TH BRG"
"10193",NA,"RED HOOK & COLUMBIA","ST","RED HOOK & COLUMBIA ST","RED HOOK & COLUMBIA ST","RED HOOK & COLUMBIA ST","RED HOOK & COLUMBIA ST"
"10194",208,"JAY BROOKLYN DIR ECTOK Y ,","ST","208 JAY BROOKLYN DIR ECTOK Y , ST","208 JAY BROOKLYN DIR ECTOK Y , ST","208 JAY BROOKLYN DIR ECTOK Y , ST","208 JAY BROOKLYN DIR ECTOK Y , ST"
"10195",224,"NAVY","ST","224 NAVY ST","224 NAVY ST","224 NAVY ST","224 NAVY ST"
"10196",NA,"WATER B JAY AND BRG","BRG","WATER B JAY AND BRG","WATER B JAY AND BRG","WATER B JAY AND BRG","WATER B JAY AND BRG"
"10197",NA,"FURMAN B STATE AND ATLANTIC","ST","FURMAN B STATE AND ATLANTIC ST","FURMAN B STATE AND ATLANTIC ST","FURMAN B STATE AND ATLANTIC ST","FURMAN B STATE AND ATLANTIC ST"
"10198",NA,"NASSAU  , COLUMBIA & HARRISON","ST","NASSAU  , COLUMBIA & HARRISON ST","NASSAU  , COLUMBIA & HARRISON ST","NASSAU  , COLUMBIA & HARRISON ST","NASSAU  , COLUMBIA & HARRISON ST"
"10199",NA,"GOWANUS LN & 9","LN","GOWANUS LN & 9 LN","GOWANUS LN & 9 LN","GOWANUS LN & 9TH LN","GOWANUS LN & 9TH LN"
"10200",49,"MAIN","ST","49 MAIN ST","49 MAIN ST","49 MAIN ST","49 MAIN ST"
"10201",NA,"BOND & WARREN","ST","BOND & WARREN ST","BOND & WARREN ST","BOND & WARREN ST","BOND & WARREN ST"
"10202",NA,"DEAN & CT","CT","DEAN & CT","DEAN & CT","DEAN & CT","DEAN & CT"
"10203",NA,"LUQUIER & HICKS","ST","LUQUIER & HICKS ST","LUQUIER & HICKS ST","LUQUIER & HICKS ST","LUQUIER & HICKS ST"
"10204",NA,"CANTON & TILLARY","ST","CANTON & TILLARY ST","CANTON & TILLARY ST","CANTON & TILLARY ST","CANTON & TILLARY ST"
"10205",NA,"CT & ATLANTIC","ST","CT & ATLANTIC ST","CT & ATLANTIC ST","CT & ATLANTIC ST","CT & ATLANTIC ST"
"10206",NA,"CLASSON & MYRTLE AVE","AVE","CLASSON & MYRTLE AVE","CLASSON & MYRTLE AVE","CLASSON & MYRTLE AVE","CLASSON & MYRTLE AVE"
"10207",NA,"MYRTLE AVE & CANTON","AVE","MYRTLE AVE & CANTON AVE","MYRTLE AVE & CANTON AVE","MYRTLE AVE & CANTON AVE","MYRTLE AVE & CANTON AVE"
"10208",11,"STATE","ST","11 STATE ST","11 STATE ST","11 STATE ST","11 STATE ST"
"10209",NA,"1S5 PEARL","ST","1S5 PEARL ST","1S5 PEARL ST","1STS5 PEARL ST","1STS5 PEARL ST"
"10210",25,"DEGRAW","ST","25 DEGRAW ST","25 DEGRAW ST","25 DEGRAW ST","25 DEGRAW ST"
"10211",156,"FURMAN","ST","156 FURMAN ST","156 FURMAN ST","156 FURMAN ST","156 FURMAN ST"
"10212",NA,"SANDFORD & MYRTLE AVE","AVE","SANDFORD & MYRTLE AVE","SANDFORD & MYRTLE AVE","SANDFORD & MYRTLE AVE","SANDFORD & MYRTLE AVE"
"10213",126,"DUFFIELD","ST","126 DUFFIELD ST","126 DUFFIELD ST","126 DUFFIELD ST","126 DUFFIELD ST"
"10214",NA,"TOMPKINS PL","PL","TOMPKINS PL","TOMPKINS PL","TOMPKINS PL","TOMPKINS PL"
"10215",44,"PRINCE","ST","44 PRINCE ST","44 PRINCE ST","44 PRINCE ST","44 PRINCE ST"
"10216",277,"277 STATE & BOND","ST","277 277 STATE & BOND ST","277 277 STATE & BOND ST","277 277TH STATE & BOND ST","277 277TH STATE & BOND ST"
"10217",38,"38 FURMAN & DOUGHTY","ST","38 38 FURMAN & DOUGHTY ST","38 38 FURMAN & DOUGHTY ST","38 38TH FURMAN & DOUGHTY ST","38 38TH FURMAN & DOUGHTY ST"
"10218",NA,"JAY & JOHN","ST","JAY & JOHN ST","JAY & JOHN ST","JAY & JOHN ST","JAY & JOHN ST"
"10219",NA,"CARLTON & FLUSHING AVE","AVE","CARLTON & FLUSHING AVE","CARLTON & FLUSHING AVE","CARLTON & FLUSHING AVE","CARLTON & FLUSHING AVE"
"10220",NA,"","ST",NA,NA,NA,NA
"10221",124,"JOHNSON","ST","124 JOHNSON ST","124 JOHNSON ST","124 JOHNSON ST","124 JOHNSON ST"
"10222",NA,"FRANKLIN & YRTLC AVE","AVE","FRANKLIN & YRTLC AVE","FRANKLIN & YRTLC AVE","FRANKLIN & YRTLC AVE","FRANKLIN & YRTLC AVE"
"10223",NA,"CARLTON & FLUSHING AVE","AVE","CARLTON & FLUSHING AVE","CARLTON & FLUSHING AVE","CARLTON & FLUSHING AVE","CARLTON & FLUSHING AVE"
"10224",98,"PLYMOUTH","ST","98 PLYMOUTH ST","98 PLYMOUTH ST","98 PLYMOUTH ST","98 PLYMOUTH ST"
"10225",82,"N CLIFF Y H 103 PEARL","ST","82 N CLIFF Y H 103 PEARL ST","82 N CLIFF Y H 103 PEARL ST","82 N CLIFF Y H 103RD PEARL ST","82 N CLIFF Y H 103RD PEARL ST"
"10226",38,"N FURMAN DOUGHTY H 60 HICKS","ST","38 N FURMAN DOUGHTY H 60 HICKS ST","38 N FURMAN DOUGHTY H 60 HICKS ST","38 N FURMAN DOUGHTY H 60TH HICKS ST","38 N FURMAN DOUGHTY H 60TH HICKS ST"
"10227",394,"HUDSON AVE","AVE","394 HUDSON AVE","THREE HUNDRED NINETY-FOUR HUDSON AVE","394 HUDSON AVE","THREE HUNDRED NINETY-FOUR HUDSON AVE"
"10228",NA,"LAFAYETTE U HUDSON AVE","AVE","LAFAYETTE U HUDSON AVE","LAFAYETTE U HUDSON AVE","LAFAYETTE U HUDSON AVE","LAFAYETTE U HUDSON AVE"
"10229",NA,"COLUMBIA & PACIFIC","ST","COLUMBIA & PACIFIC ST","COLUMBIA & PACIFIC ST","COLUMBIA & PACIFIC ST","COLUMBIA & PACIFIC ST"
"10230",NA,"PRESIDENT B COLUMBIA AND HAMILTON AVE","AVE","PRESIDENT B COLUMBIA AND HAMILTON AVE","PRESIDENT B COLUMBIA AND HAMILTON AVE","PRESIDENT B COLUMBIA AND HAMILTON AVE","PRESIDENT B COLUMBIA AND HAMILTON AVE"
"10231",179,"179 YRTLE AVE & NAVY","AVE","179 179 YRTLE AVE & NAVY AVE","ONE HUNDRED SEVENTY-NINE 179 YRTLE AVE & NAVY AVE","179 179TH YRTLE AVE & NAVY AVE","ONE HUNDRED SEVENTY-NINE 179TH YRTLE AVE & NAVY AVE"
"10232",3,"KELSEYS ALY","ALY","3 KELSEYS ALY","3 KELSEYS ALY","3 KELSEYS ALY","3 KELSEYS ALY"
"10233",74,"WATER ,","ST","74 WATER , ST","74 WATER , ST","74 WATER , ST","74 WATER , ST"
"10234",7,"N SOUTH Y H 103 PACIFIC","ST","7 N SOUTH Y H 103 PACIFIC ST","7 N SOUTH Y H 103 PACIFIC ST","7 N SOUTH Y H 103RD PACIFIC ST","7 N SOUTH Y H 103RD PACIFIC ST"
"10235",29,"JAMES","ST","29 JAMES ST","29 JAMES ST","29 JAMES ST","29 JAMES ST"
"10236",126,"SANDS","ST","126 SANDS ST","126 SANDS ST","126 SANDS ST","126 SANDS ST"
"10237",50,"WATER","ST","50 WATER ST","50 WATER ST","50 WATER ST","50 WATER ST"
"10238",12,"DOUGLASS","ST","12 DOUGLASS ST","12 DOUGLASS ST","12 DOUGLASS ST","12 DOUGLASS ST"
"10239",NA,"FLUSHING & BEDFORD AVE","AVE","FLUSHING & BEDFORD AVE","FLUSHING & BEDFORD AVE","FLUSHING & BEDFORD AVE","FLUSHING & BEDFORD AVE"
"10240",158,"FRONT","ST","158 FRONT ST","158 FRONT ST","158 FRONT ST","158 FRONT ST"
"10241",13,"1318 & 3D AVE GOWANUS","AVE","13 1318 & 3D AVE GOWANUS AVE","THIRTEEN 1318 & 3D AVE GOWANUS AVE","13 1 318TH & 3D AVE GOWANUS AVE","THIRTEEN 1 318TH & 3D AVE GOWANUS AVE"
"10242",64,"FRONT","ST","64 FRONT ST","64 FRONT ST","64 FRONT ST","64 FRONT ST"
"10243",NA,"UNION & VANBRUNT","ST","UNION & VANBRUNT ST","UNION & VANBRUNT ST","UNION & VANBRUNT ST","UNION & VANBRUNT ST"
"10244",NA,"STRONG PL","PL","STRONG PL","STRONG PL","STRONG PL","STRONG PL"
"10245",15,"STATE","ST","15 STATE ST","15 STATE ST","15 STATE ST","15 STATE ST"
"10246",NA,"WATER & BRG","BRG","WATER & BRG","WATER & BRG","WATER & BRG","WATER & BRG"
"10247",240,"HUDSON AVE","AVE","240 HUDSON AVE","TWO HUNDRED FORTY HUDSON AVE","240 HUDSON AVE","TWO HUNDRED FORTY HUDSON AVE"
"10248",101,"HUDSON AVE","AVE","101 HUDSON AVE","ONE HUNDRED ONE HUDSON AVE","101 HUDSON AVE","ONE HUNDRED ONE HUDSON AVE"
"10249",74,"W ATER","ST","74 W ATER ST","74 W ATER ST","74 W ATER ST","74 W ATER ST"
"10250",110,"CT","ST","110 CT ST","110 CT ST","110 CT ST","110 CT ST"
"10251",250,"FULTON OP JOHNSON","ST","250 FULTON OP JOHNSON ST","250 FULTON OP JOHNSON ST","250 FULTON OP JOHNSON ST","250 FULTON OP JOHNSON ST"
"10252",NA,"PASTOR JAMES’ ROMAN CATHOLIC CHURCH 188 JAY OP CHURCH","ST","PASTOR JAMES’ ROMAN CATHOLIC CHURCH 188 JAY OP CHURCH ST","PASTOR JAMES’ ROMAN CATHOLIC CHURCH 188 JAY OP CHURCH ST","PASTOR JAMES’ ROMAN CATHOLIC CHURCH 188TH JAY OP CHURCH ST","PASTOR JAMES’ ROMAN CATHOLIC CHURCH 188TH JAY OP CHURCH ST"
"10253",NA,"N Y H 116 SMITH","ST","N Y H 116 SMITH ST","N Y H 116 SMITH ST","N Y H 116TH SMITH ST","N Y H 116TH SMITH ST"
"10254",244,"MARSHALL","ST","244 MARSHALL ST","244 MARSHALL ST","244 MARSHALL ST","244 MARSHALL ST"
"10255",105,"HUDSON AVE","AVE","105 HUDSON AVE","ONE HUNDRED FIVE HUDSON AVE","105 HUDSON AVE","ONE HUNDRED FIVE HUDSON AVE"
"10256",74,"WATER","ST","74 WATER ST","74 WATER ST","74 WATER ST","74 WATER ST"
"10257",192,"YORK","ST","192 YORK ST","192 YORK ST","192 YORK ST","192 YORK ST"
"10258",20,"KENT AVE","AVE","20 KENT AVE","TWENTY KENT AVE","20 KENT AVE","TWENTY KENT AVE"
"10259",49,"PRINCE","ST","49 PRINCE ST","49 PRINCE ST","49 PRINCE ST","49 PRINCE ST"
"10260",369,"HUDSON AVE","AVE","369 HUDSON AVE","THREE HUNDRED SIXTY-NINE HUDSON AVE","369 HUDSON AVE","THREE HUNDRED SIXTY-NINE HUDSON AVE"
"10261",NA,"HAMILTON AVE & THE FERRY","AVE","HAMILTON AVE & THE FERRY AVE","HAMILTON AVE & THE FERRY AVE","HAMILTON AVE & THE FERRY AVE","HAMILTON AVE & THE FERRY AVE"
"10262",56,"FULTON","ST","56 FULTON ST","56 FULTON ST","56 FULTON ST","56 FULTON ST"
"10263",146,"NASSAU","ST","146 NASSAU ST","146 NASSAU ST","146 NASSAU ST","146 NASSAU ST"
"10264",NA,"G7 SANDS","ST","G7 SANDS ST","G7 SANDS ST","G7TH SANDS ST","G7TH SANDS ST"
"10265",44,"JAY","ST","44 JAY ST","44 JAY ST","44 JAY ST","44 JAY ST"
"10266",157,"TILLARY","ST","157 TILLARY ST","157 TILLARY ST","157 TILLARY ST","157 TILLARY ST"
"10267",NA,"WATER & GOLD","ST","WATER & GOLD ST","WATER & GOLD ST","WATER & GOLD ST","WATER & GOLD ST"
"10268",120,"120 FRONT & JAY","ST","120 120 FRONT & JAY ST","120 120 FRONT & JAY ST","120 120TH FRONT & JAY ST","120 120TH FRONT & JAY ST"
"10269",NA,"WILLOW & AMITY","ST","WILLOW & AMITY ST","WILLOW & AMITY ST","WILLOW & AMITY ST","WILLOW & AMITY ST"
"10270",113,"SANDS","ST","113 SANDS ST","113 SANDS ST","113 SANDS ST","113 SANDS ST"
"10271",30,"YVILLOUGHBY","ST","30 YVILLOUGHBY ST","30 YVILLOUGHBY ST","30 YVILLOUGHBY ST","30 YVILLOUGHBY ST"
"10272",281,"HUDSON AVE","AVE","281 HUDSON AVE","TWO HUNDRED EIGHTY-ONE HUDSON AVE","281 HUDSON AVE","TWO HUNDRED EIGHTY-ONE HUDSON AVE"
"10273",65,"HUDSON AVE","AVE","65 HUDSON AVE","SIXTY-FIVE HUDSON AVE","65 HUDSON AVE","SIXTY-FIVE HUDSON AVE"
"10274",NA,"FLUSHING & BEDFORD AVE AND WALWORTH B PARK AND FLUSHING AVE","AVE","FLUSHING & BEDFORD AVE AND WALWORTH B PARK AND FLUSHING AVE","FLUSHING & BEDFORD AVE AND WALWORTH B PARK AND FLUSHING AVE","FLUSHING & BEDFORD AVE AND WALWORTH B PARK AND FLUSHING AVE","FLUSHING & BEDFORD AVE AND WALWORTH B PARK AND FLUSHING AVE"
"10275",164,"PROSPECT","ST","164 PROSPECT ST","164 PROSPECT ST","164 PROSPECT ST","164 PROSPECT ST"
"10276",NA,"ATLANTIC & SMITH","ST","ATLANTIC & SMITH ST","ATLANTIC & SMITH ST","ATLANTIC & SMITH ST","ATLANTIC & SMITH ST"
"10277",12,"12 FRONT & JAMES","ST","12 12 FRONT & JAMES ST","12 12 FRONT & JAMES ST","12 12TH FRONT & JAMES ST","12 12TH FRONT & JAMES ST"
"10278",NA,"HICKS B LUQUIER AND MILL","ST","HICKS B LUQUIER AND MILL ST","HICKS B LUQUIER AND MILL ST","HICKS B LUQUIER AND MILL ST","HICKS B LUQUIER AND MILL ST"
"10279",358,"358 HUDSON AVE & LAFAYETTE","AVE","358 358 HUDSON AVE & LAFAYETTE AVE","THREE HUNDRED FIFTY-EIGHT 358 HUDSON AVE & LAFAYETTE AVE","358 358TH HUDSON AVE & LAFAYETTE AVE","THREE HUNDRED FIFTY-EIGHT 358TH HUDSON AVE & LAFAYETTE AVE"
"10280",NA,"NAVY & WILLOUGHBY","ST","NAVY & WILLOUGHBY ST","NAVY & WILLOUGHBY ST","NAVY & WILLOUGHBY ST","NAVY & WILLOUGHBY ST"
"10281",32,"YOIK","ST","32 YOIK ST","32 YOIK ST","32 YOIK ST","32 YOIK ST"
"10282",14,"14 BERGEN & CT","CT","14 14 BERGEN & CT","14 14 BERGEN & CT","14 14TH BERGEN & CT","14 14TH BERGEN & CT"
"10283",NA,"LABOIERHOYT & BALTIC","ST","LABOIERHOYT & BALTIC ST","LABOIERHOYT & BALTIC ST","LABOIERHOYT & BALTIC ST","LABOIERHOYT & BALTIC ST"
"10284",NA,"UNION FERRY CO , 31 PROSPECT","ST","UNION FERRY CO , 31 PROSPECT ST","UNION FERRY CO , 31 PROSPECT ST","UNION FERRY CO , 31ST PROSPECT ST","UNION FERRY CO , 31ST PROSPECT ST"
"10285",NA,"PINE AND WALL NY H 12 JORALEMON","ST","PINE AND WALL NY H 12 JORALEMON ST","PINE AND WALL NY H 12 JORALEMON ST","PINE AND WALL NY H 12TH JORALEMON ST","PINE AND WALL NY H 12TH JORALEMON ST"
"10286",NA,"PLYMOUTH CHURCH 56 HENRY","ST","PLYMOUTH CHURCH 56 HENRY ST","PLYMOUTH CHURCH 56 HENRY ST","PLYMOUTH CHURCH 56TH HENRY ST","PLYMOUTH CHURCH 56TH HENRY ST"
"10287",16,"MYRTLE AVE","AVE","16 MYRTLE AVE","SIXTEEN MYRTLE AVE","16 MYRTLE AVE","SIXTEEN MYRTLE AVE"
"10288",14,"JAY","ST","14 JAY ST","14 JAY ST","14 JAY ST","14 JAY ST"
"10289",35,"35 MAIN & W ATER","ST","35 35 MAIN & W ATER ST","35 35 MAIN & W ATER ST","35 35TH MAIN & W ATER ST","35 35TH MAIN & W ATER ST"
"10290",66,"HUDSON AVE","AVE","66 HUDSON AVE","SIXTY-SIX HUDSON AVE","66 HUDSON AVE","SIXTY-SIX HUDSON AVE"
"10291",107,"FURMAIL","ST","107 FURMAIL ST","107 FURMAIL ST","107 FURMAIL ST","107 FURMAIL ST"
"10292",NA,"BEDFORD","ST","BEDFORD ST","BEDFORD ST","BEDFORD ST","BEDFORD ST"
"10293",33,"STANTON","ST","33 STANTON ST","33 STANTON ST","33 STANTON ST","33 STANTON ST"
"10294",NA,"LITTLE & JOHN","ST","LITTLE & JOHN ST","LITTLE & JOHN ST","LITTLE & JOHN ST","LITTLE & JOHN ST"
"10295",200,"BRG","ST","200 BRG ST","200 BRG ST","200 BRG ST","200 BRG ST"
"10296",19,"19 COLUMBIA & ATLANTIC","ST","19 19 COLUMBIA & ATLANTIC ST","19 19 COLUMBIA & ATLANTIC ST","19 19TH COLUMBIA & ATLANTIC ST","19 19TH COLUMBIA & ATLANTIC ST"
"10297",NA,"WARREN & NEVINS","ST","WARREN & NEVINS ST","WARREN & NEVINS ST","WARREN & NEVINS ST","WARREN & NEVINS ST"
"10298",NA,"KENT AVE NORTH","AVE","KENT AVE NORTH AVE","KENT AVE NORTH AVE","KENT AVE NORTH AVE","KENT AVE NORTH AVE"
"10299",NA,"CT & PACIFIC","ST","CT & PACIFIC ST","CT & PACIFIC ST","CT & PACIFIC ST","CT & PACIFIC ST"
"10300",253,"JOHN","ST","253 JOHN ST","253 JOHN ST","253 JOHN ST","253 JOHN ST"
"10301",NA,"MYRTLE AVE & STEUBEN","ST","MYRTLE AVE & STEUBEN ST","MYRTLE AVE & STEUBEN ST","MYRTLE AVE & STEUBEN ST","MYRTLE AVE & STEUBEN ST"
"10302",109,"HUDSON AVE","AVE","109 HUDSON AVE","ONE HUNDRED NINE HUDSON AVE","109 HUDSON AVE","ONE HUNDRED NINE HUDSON AVE"
"10303",NA,"STEWART & FRONT","ST","STEWART & FRONT ST","STEWART & FRONT ST","STEWART & FRONT ST","STEWART & FRONT ST"
"10304",NA,"19 GOWANUS","ST","19 GOWANUS ST","19 GOWANUS ST","19TH GOWANUS ST","19TH GOWANUS ST"
"10305",241,"HUDSON AVE","AVE","241 HUDSON AVE","TWO HUNDRED FORTY-ONE HUDSON AVE","241 HUDSON AVE","TWO HUNDRED FORTY-ONE HUDSON AVE"
"10306",1,"KELSEY’S ALY","ALY","1 KELSEY’S ALY","1 KELSEY’S ALY","1 KELSEY’S ALY","1 KELSEY’S ALY"
"10307",27,"WASHINGSTON","ST","27 WASHINGSTON ST","27 WASHINGSTON ST","27 WASHINGSTON ST","27 WASHINGSTON ST"
"10308",105,"FURMAN","ST","105 FURMAN ST","105 FURMAN ST","105 FURMAN ST","105 FURMAN ST"
"10309",9,"HARPER CT , JAY","CT","9 HARPER CT , JAY CT","9 HARPER CT , JAY CT","9 HARPER CT , JAY CT","9 HARPER CT , JAY CT"
"10310",NA,"Y’INE & COLUMBIA","ST","Y’INE & COLUMBIA ST","Y’INE & COLUMBIA ST","Y’INE & COLUMBIA ST","Y’INE & COLUMBIA ST"
"10311",NA,"UNION & VANBRUNT","ST","UNION & VANBRUNT ST","UNION & VANBRUNT ST","UNION & VANBRUNT ST","UNION & VANBRUNT ST"
"10312",154,"HIGH","ST","154 HIGH ST","154 HIGH ST","154 HIGH ST","154 HIGH ST"
"10313",253,"NAVY","ST","253 NAVY ST","253 NAVY ST","253 NAVY ST","253 NAVY ST"
"10314",NA,"COLUMBIA & IRVING","ST","COLUMBIA & IRVING ST","COLUMBIA & IRVING ST","COLUMBIA & IRVING ST","COLUMBIA & IRVING ST"
"10315",135,"WILLOUGHBY","ST","135 WILLOUGHBY ST","135 WILLOUGHBY ST","135 WILLOUGHBY ST","135 WILLOUGHBY ST"
"10316",172,"JOHNSON","ST","172 JOHNSON ST","172 JOHNSON ST","172 JOHNSON ST","172 JOHNSON ST"
"10317",5,"5 HOWARD’S EX... PL WATER & MAIA","PL","5 5 HOWARD’S EX... PL WATER & MAIA PL","5 5 HOWARD’S EX... PL WATER & MAIA PL","5 5TH HOWARD’S EX... PL WATER & MAIA PL","5 5TH HOWARD’S EX... PL WATER & MAIA PL"
"10318",NA,"WATER & BRG","BRG","WATER & BRG","WATER & BRG","WATER & BRG","WATER & BRG"
"10319",NA,"FRANKLIN & FLUSHING AVE","AVE","FRANKLIN & FLUSHING AVE","FRANKLIN & FLUSHING AVE","FRANKLIN & FLUSHING AVE","FRANKLIN & FLUSHING AVE"
"10320",NA,"WARREN & HOYT","ST","WARREN & HOYT ST","WARREN & HOYT ST","WARREN & HOYT ST","WARREN & HOYT ST"
"10321",NA,"JANITOR BROOKLYN W INSTITUTE’ASHINGTON","ST","JANITOR BROOKLYN W INSTITUTE’ASHINGTON ST","JANITOR BROOKLYN W INSTITUTE’ASHINGTON ST","JANITOR BROOKLYN W INSTITUTE’ASHINGTON ST","JANITOR BROOKLYN W INSTITUTE’ASHINGTON ST"
"10322",198,"FRONT","ST","198 FRONT ST","198 FRONT ST","198 FRONT ST","198 FRONT ST"
"10323",151,"FURMAN","ST","151 FURMAN ST","151 FURMAN ST","151 FURMAN ST","151 FURMAN ST"
"10324",151,"FURMAN","ST","151 FURMAN ST","151 FURMAN ST","151 FURMAN ST","151 FURMAN ST"
"10325",NA,"SKILLMAN & MYRTLE AVE","AVE","SKILLMAN & MYRTLE AVE","SKILLMAN & MYRTLE AVE","SKILLMAN & MYRTLE AVE","SKILLMAN & MYRTLE AVE"
"10326",7,"JAY","ST","7 JAY ST","7 JAY ST","7 JAY ST","7 JAY ST"
"10327",NA,"ATLANTIC & BOERUM","ST","ATLANTIC & BOERUM ST","ATLANTIC & BOERUM ST","ATLANTIC & BOERUM ST","ATLANTIC & BOERUM ST"
"10328",151,"NASSAU","ST","151 NASSAU ST","151 NASSAU ST","151 NASSAU ST","151 NASSAU ST"
"10329",NA,"ATLANTIC & CT","CT","ATLANTIC & CT","ATLANTIC & CT","ATLANTIC & CT","ATLANTIC & CT"
"10330",NA,"WATER & DOCK","ST","WATER & DOCK ST","WATER & DOCK ST","WATER & DOCK ST","WATER & DOCK ST"
"10331",56,"56 HICKS & CRANBERRY","ST","56 56 HICKS & CRANBERRY ST","56 56 HICKS & CRANBERRY ST","56 56TH HICKS & CRANBERRY ST","56 56TH HICKS & CRANBERRY ST"
"10332",NA,"72.5 WASHINGTON","ST","72.5 WASHINGTON ST","72.5 WASHINGTON ST","72ND.5 WASHINGTON ST","72ND.5 WASHINGTON ST"
"10333",NA,"FLUSHING & BEDFORD AVE","AVE","FLUSHING & BEDFORD AVE","FLUSHING & BEDFORD AVE","FLUSHING & BEDFORD AVE","FLUSHING & BEDFORD AVE"
"10334",19,"HUDSON AVE","AVE","19 HUDSON AVE","NINETEEN HUDSON AVE","19 HUDSON AVE","NINETEEN HUDSON AVE"
"10335",149,"FRONT","ST","149 FRONT ST","149 FRONT ST","149 FRONT ST","149 FRONT ST"
"10336",NA,"SPENCER & FLUSHING AVE","AVE","SPENCER & FLUSHING AVE","SPENCER & FLUSHING AVE","SPENCER & FLUSHING AVE","SPENCER & FLUSHING AVE"
"10337",NA,"WATER & DOCK","ST","WATER & DOCK ST","WATER & DOCK ST","WATER & DOCK ST","WATER & DOCK ST"
"10338",NA,"NAVY B TILLARY AND MYRTLE AVE","AVE","NAVY B TILLARY AND MYRTLE AVE","NAVY B TILLARY AND MYRTLE AVE","NAVY B TILLARY AND MYRTLE AVE","NAVY B TILLARY AND MYRTLE AVE"
"10339",NA,"55. TILLARY","ST","55. TILLARY ST","55. TILLARY ST","55TH. TILLARY ST","55TH. TILLARY ST"
"10340",NA,"KENT & FLUSHING AVE","AVE","KENT & FLUSHING AVE","KENT & FLUSHING AVE","KENT & FLUSHING AVE","KENT & FLUSHING AVE"
"10341",53,"53 MAIN & .FRONT","ST","53 53 MAIN & .FRONT ST","53 53 MAIN & .FRONT ST","53 53RD MAIN & .FRONT ST","53 53RD MAIN & .FRONT ST"
"10342",257,"GOLD","ST","257 GOLD ST","257 GOLD ST","257 GOLD ST","257 GOLD ST"
"10343",NA,"FLUSHING & FRANKLIN AVE","AVE","FLUSHING & FRANKLIN AVE","FLUSHING & FRANKLIN AVE","FLUSHING & FRANKLIN AVE","FLUSHING & FRANKLIN AVE"
"10344",51,"MAIN","ST","51 MAIN ST","51 MAIN ST","51 MAIN ST","51 MAIN ST"
"10345",NA,"BOERUM & BERGEN","ST","BOERUM & BERGEN ST","BOERUM & BERGEN ST","BOERUM & BERGEN ST","BOERUM & BERGEN ST"
"10346",112,"HUDSON AVE","AVE","112 HUDSON AVE","ONE HUNDRED TWELVE HUDSON AVE","112 HUDSON AVE","ONE HUNDRED TWELVE HUDSON AVE"
"10347",258,"HUDSON AVE","AVE","258 HUDSON AVE","TWO HUNDRED FIFTY-EIGHT HUDSON AVE","258 HUDSON AVE","TWO HUNDRED FIFTY-EIGHT HUDSON AVE"
"10348",252,"HUDSON AVE","AVE","252 HUDSON AVE","TWO HUNDRED FIFTY-TWO HUDSON AVE","252 HUDSON AVE","TWO HUNDRED FIFTY-TWO HUDSON AVE"
"10349",252,"HUDSON AVE","AVE","252 HUDSON AVE","TWO HUNDRED FIFTY-TWO HUDSON AVE","252 HUDSON AVE","TWO HUNDRED FIFTY-TWO HUDSON AVE"
"10350",213,"BRG","ST","213 BRG ST","213 BRG ST","213 BRG ST","213 BRG ST"
"10351",115,"115 NAVY & MYRTLE AVE","AVE","115 115 NAVY & MYRTLE AVE","ONE HUNDRED FIFTEEN 115 NAVY & MYRTLE AVE","115 115TH NAVY & MYRTLE AVE","ONE HUNDRED FIFTEEN 115TH NAVY & MYRTLE AVE"
