,hn_1,best_match,street_type,base_function,suffix_true,both_true
7121,127,PLYMOUTH,ST,127 PLYMOUTH ST,127 PLYMOUTH ST,127 PLYMOUTH ST
7122,19,TALMAN,ST,19 TALMAN ST,19 TALMAN ST,19 TALMAN ST
7123,49,LITTLE,ST,49 LITTLE ST,49 LITTLE ST,49 LITTLE ST
7124,NA,FLUSHING AVE AND CUMBERLAND,AVE,FLUSHING AVE AND CUMBERLAND AVE,FLUSHING AVE AND CUMBERLAND AVE,FLUSHING AVE AND CUMBERLAND AVE
7125,NA,CLASSON AND MYRTLE AVE,AVE,CLASSON AND MYRTLE AVE,CLASSON AND MYRTLE AVE,CLASSON AND MYRTLE AVE
7126,NA,HUDSON AVE AND TILLARY,AVE,HUDSON AVE AND TILLARY AVE,HUDSON AVE AND TILLARY AVE,HUDSON AVE AND TILLARY AVE
7127,NA,ATLANTIC AVE AND OXFORD,AVE,ATLANTIC AVE AND OXFORD AVE,ATLANTIC AVE AND OXFORD AVE,ATLANTIC AVE AND OXFORD AVE
7128,59,,ST,59  ST,59  ST,59  ST
7129,103,ILOYT,ST,103 ILOYT ST,103 ILOYT ST,103 ILOYT ST
7130,15,MILL,ST,15 MILL ST,15 MILL ST,15 MILL ST
7131,127,ATLANTIC,ST,127 ATLANTIC ST,127 ATLANTIC ST,127 ATLANTIC ST
7132,109,SANDS,ST,109 SANDS ST,109 SANDS ST,109 SANDS ST
7133,NA,21 AND 5 AVE GOWANUS,AVE,21 AND 5 AVE GOWANUS AVE,21ST AND 5 AVE GOWANUS AVE,21ST AND 5 AVE GOWANUS AVE
7134,NA,ATLANTIC AND HICKS,ST,ATLANTIC AND HICKS ST,ATLANTIC AND HICKS ST,ATLANTIC AND HICKS ST
7135,112,CT,ST,112 CT ST,112 CT ST,112 CT ST
7136,NA,AMITY AND COLUMBIA,ST,AMITY AND COLUMBIA ST,AMITY AND COLUMBIA ST,AMITY AND COLUMBIA ST
7137,17,STATE,ST,17 STATE ST,17 STATE ST,17 STATE ST
7138,36,MAIN,ST,36 MAIN ST,36 MAIN ST,36 MAIN ST
7139,NA,LITTLE AND WATER,ST,LITTLE AND WATER ST,LITTLE AND WATER ST,LITTLE AND WATER ST
7140,179,GOLD,ST,179 GOLD ST,179 GOLD ST,179 GOLD ST
7141,16,TILLARY,ST,16 TILLARY ST,16 TILLARY ST,16 TILLARY ST
7142,31,TALMAN,ST,31 TALMAN ST,31 TALMAN ST,31 TALMAN ST
7143,NA,MYRTLE AVE AND CUMBERLAND,AVE,MYRTLE AVE AND CUMBERLAND AVE,MYRTLE AVE AND CUMBERLAND AVE,MYRTLE AVE AND CUMBERLAND AVE
7144,93,CONCORD,ST,93 CONCORD ST,93 CONCORD ST,93 CONCORD ST
7145,NA,PACIFIC AND SMITH,ST,PACIFIC AND SMITH ST,PACIFIC AND SMITH ST,PACIFIC AND SMITH ST
7146,NA,11S DEGRAW,ST,11S DEGRAW ST,11THS DEGRAW ST,11THS DEGRAW ST
7147,27,PIERREPONT,PIER,27 PIERREPONT PIER,27 PIERREPONT PIER,27 PIERREPONT PIER
7148,NA,BEDFORD,ST,BEDFORD ST,BEDFORD ST,BEDFORD ST
7149,60,FULTON,ST,60 FULTON ST,60 FULTON ST,60 FULTON ST
7150,199,HIGH,ST,199 HIGH ST,199 HIGH ST,199 HIGH ST
7151,208,HIGH,ST,208 HIGH ST,208 HIGH ST,208 HIGH ST
7152,124,WILLOW,ST,124 WILLOW ST,124 WILLOW ST,124 WILLOW ST
7153,76,STATE,ST,76 STATE ST,76 STATE ST,76 STATE ST
7154,NA,HULL WILLIAM AND CASHIER BROOKLYN SAVINGS AND BANK 2 CONCORD,ST,HULL WILLIAM AND CASHIER BROOKLYN SAVINGS AND BANK 2 CONCORD ST,HULL WILLIAM AND CASHIER BROOKLYN SAVINGS AND BANK 2ND CONCORD ST,HULL WILLIAM AND CASHIER BROOKLYN SAVINGS AND BANK 2ND CONCORD ST
7155,2,YORK,ST,2 YORK ST,2 YORK ST,2 YORK ST
7156,14,PRINCE,ST,14 PRINCE ST,14 PRINCE ST,14 PRINCE ST
7157,NA,PARK AND CARLTON AVE,AVE,PARK AND CARLTON AVE,PARK AND CARLTON AVE,PARK AND CARLTON AVE
7158,NA,PACIFIC AND HOYT,ST,PACIFIC AND HOYT ST,PACIFIC AND HOYT ST,PACIFIC AND HOYT ST
7159,64,ATLANTIC,ST,64 ATLANTIC ST,64 ATLANTIC ST,64 ATLANTIC ST
7160,70,WILLOW,ST,70 WILLOW ST,70 WILLOW ST,70 WILLOW ST
7161,245,MARSHALL,ST,245 MARSHALL ST,245 MARSHALL ST,245 MARSHALL ST
7162,NA,COLUMBIA AND PIERREPONT,PIER,COLUMBIA AND PIERREPONT PIER,COLUMBIA AND PIERREPONT PIER,COLUMBIA AND PIERREPONT PIER
7163,NA,22D AND 3D AVE GOWANUS,AVE,22D AND 3D AVE GOWANUS AVE,22NDD AND 3D AVE GOWANUS AVE,22NDD AND 3D AVE GOWANUS AVE
7164,140,NASSAU,ST,140 NASSAU ST,140 NASSAU ST,140 NASSAU ST
7165,96,DUFFIELD,ST,96 DUFFIELD ST,96 DUFFIELD ST,96 DUFFIELD ST
7166,NA,ADAMS AND TILLARY,ST,ADAMS AND TILLARY ST,ADAMS AND TILLARY ST,ADAMS AND TILLARY ST
7167,NA,CARLTON AND PARK AVE,AVE,CARLTON AND PARK AVE,CARLTON AND PARK AVE,CARLTON AND PARK AVE
7168,NA,21 AND 5 AVE GOWANUS,AVE,21 AND 5 AVE GOWANUS AVE,21ST AND 5 AVE GOWANUS AVE,21ST AND 5 AVE GOWANUS AVE
7169,35,DEGRAW,ST,35 DEGRAW ST,35 DEGRAW ST,35 DEGRAW ST
7170,11,DEBEVOISE,ST,11 DEBEVOISE ST,11 DEBEVOISE ST,11 DEBEVOISE ST
7171,NA,FULTON AND PROSPECT,ST,FULTON AND PROSPECT ST,FULTON AND PROSPECT ST,FULTON AND PROSPECT ST
7172,243,GOLD,ST,243 GOLD ST,243 GOLD ST,243 GOLD ST
7173,NA,CT AND WARREN,ST,CT AND WARREN ST,CT AND WARREN ST,CT AND WARREN ST
7174,50,FULTON,ST,50 FULTON ST,50 FULTON ST,50 FULTON ST
7175,91,DEGRAW,ST,91 DEGRAW ST,91 DEGRAW ST,91 DEGRAW ST
7176,101,PROSPCCT,ST,101 PROSPCCT ST,101 PROSPCCT ST,101 PROSPCCT ST
7177,NA,S W U 12 ADELPHI AND PARK AVE,AVE,S W U 12 ADELPHI AND PARK AVE,S W U 12TH ADELPHI AND PARK AVE,S W U 12TH ADELPHI AND PARK AVE
7178,110,CARLL,ST,110 CARLL ST,110 CARLL ST,110 CARLL ST
7179,151,SANDS,ST,151 SANDS ST,151 SANDS ST,151 SANDS ST
7180,23,ADELPHI,ST,23 ADELPHI ST,23 ADELPHI ST,23 ADELPHI ST
7181,NA,COLUMBIA AND AMITY,ST,COLUMBIA AND AMITY ST,COLUMBIA AND AMITY ST,COLUMBIA AND AMITY ST
7182,2,BALTIC,ST,2 BALTIC ST,2 BALTIC ST,2 BALTIC ST
7183,NA,ADAMS AND TILLARY,ST,ADAMS AND TILLARY ST,ADAMS AND TILLARY ST,ADAMS AND TILLARY ST
7184,NA,REMSEN AND CLINTON,ST,REMSEN AND CLINTON ST,REMSEN AND CLINTON ST,REMSEN AND CLINTON ST
7185,NA,PLYMOUTH AND ADAMS,ST,PLYMOUTH AND ADAMS ST,PLYMOUTH AND ADAMS ST,PLYMOUTH AND ADAMS ST
7186,28,SACKETT,ST,28 SACKETT ST,28 SACKETT ST,28 SACKETT ST
7187,69,PIERREPONT,PIER,69 PIERREPONT PIER,69 PIERREPONT PIER,69 PIERREPONT PIER
7188,270,HICKS,ST,270 HICKS ST,270 HICKS ST,270 HICKS ST
7189,37,CAR TON,ST,37 CAR TON ST,37 CAR TON ST,37 CAR TON ST
7190,269,PEARL,ST,269 PEARL ST,269 PEARL ST,269 PEARL ST
7191,39,ADELPHI,ST,39 ADELPHI ST,39 ADELPHI ST,39 ADELPHI ST
7192,NA,CLINTON AVE AND BCDFORD RD,AVE,CLINTON AVE AND BCDFORD RD AVE,CLINTON AVE AND BCDFORD RD AVE,CLINTON AVE AND BCDFORD RD AVE
7193,NA,SCHERMERHON AND POWERS,ST,SCHERMERHON AND POWERS ST,SCHERMERHON AND POWERS ST,SCHERMERHON AND POWERS ST
7194,NA,CT AND LIVINGSTON,ST,CT AND LIVINGSTON ST,CT AND LIVINGSTON ST,CT AND LIVINGSTON ST
7195,NA,S N U 61 CARLTON AVE,AVE,S N U 61 CARLTON AVE,S N U 61ST CARLTON AVE,S N U 61ST CARLTON AVE
7196,150,JORALEMON,ST,150 JORALEMON ST,150 JORALEMON ST,150 JORALEMON ST
7197,36,TILLARY,ST,36 TILLARY ST,36 TILLARY ST,36 TILLARY ST
7198,NA,GOLD AND CONCORD,ST,GOLD AND CONCORD ST,GOLD AND CONCORD ST,GOLD AND CONCORD ST
7199,194,WASHINGTON,ST,194 WASHINGTON ST,194 WASHINGTON ST,194 WASHINGTON ST
7200,NA,HUNTER S AND MANLEY DISTILLERY DOUGHTY AND MCKENNEY,ST,HUNTER S AND MANLEY DISTILLERY DOUGHTY AND MCKENNEY ST,HUNTER S AND MANLEY DISTILLERY DOUGHTY AND MCKENNEY ST,HUNTER S AND MANLEY DISTILLERY DOUGHTY AND MCKENNEY ST
7201,241,MARSHALL,ST,241 MARSHALL ST,241 MARSHALL ST,241 MARSHALL ST
7202,206,JAY,ST,206 JAY ST,206 JAY ST,206 JAY ST
7203,362,PACIFIC,ST,362 PACIFIC ST,362 PACIFIC ST,362 PACIFIC ST
7204,NA,VANBRUNT RED HOOK,ST,VANBRUNT RED HOOK ST,VANBRUNT RED HOOK ST,VANBRUNT RED HOOK ST
7205,NA,HICKS AND SACKETT,ST,HICKS AND SACKETT ST,HICKS AND SACKETT ST,HICKS AND SACKETT ST
7206,276,PEARL,ST,276 PEARL ST,276 PEARL ST,276 PEARL ST
7207,NA,ATLANTIC AND FURMAN,ST,ATLANTIC AND FURMAN ST,ATLANTIC AND FURMAN ST,ATLANTIC AND FURMAN ST
7208,78,HENRY,ST,78 HENRY ST,78 HENRY ST,78 HENRY ST
7209,NA,1S5 ATLANTIC,ST,1S5 ATLANTIC ST,1STS5 ATLANTIC ST,1STS5 ATLANTIC ST
7210,170,PEARL,ST,170 PEARL ST,170 PEARL ST,170 PEARL ST
7211,90,HICKS,ST,90 HICKS ST,90 HICKS ST,90 HICKS ST
7212,89,HICKS,ST,89 HICKS ST,89 HICKS ST,89 HICKS ST
7213,NA,COLUMBIA AND CARROLL,ST,COLUMBIA AND CARROLL ST,COLUMBIA AND CARROLL ST,COLUMBIA AND CARROLL ST
7214,NA,DEGRAW AND CT,CT,DEGRAW AND CT,DEGRAW AND CT,DEGRAW AND CT
7215,NA,DEGRAW AND CT,CT,DEGRAW AND CT,DEGRAW AND CT,DEGRAW AND CT
7216,103,GOLD,ST,103 GOLD ST,103 GOLD ST,103 GOLD ST
7217,NA,DEAN AND SMITH,ST,DEAN AND SMITH ST,DEAN AND SMITH ST,DEAN AND SMITH ST
7218,NA,COLE AND HAMILTON AVE RED HOOK,AVE,COLE AND HAMILTON AVE RED HOOK AVE,COLE AND HAMILTON AVE RED HOOK AVE,COLE AND HAMILTON AVE RED HOOK AVE
7219,NA,PRESIDENT AND HICKS,ST,PRESIDENT AND HICKS ST,PRESIDENT AND HICKS ST,PRESIDENT AND HICKS ST
7220,10,VINE,ST,10 VINE ST,10 VINE ST,10 VINE ST
7221,37,HICKS,ST,37 HICKS ST,37 HICKS ST,37 HICKS ST
7222,263,JOHN,ST,263 JOHN ST,263 JOHN ST,263 JOHN ST
7223,NA,POWERS AND DEAN,ST,POWERS AND DEAN ST,POWERS AND DEAN ST,POWERS AND DEAN ST
7224,NA,27 AND 3D AVE GOWANUS,AVE,27 AND 3D AVE GOWANUS AVE,27TH AND 3D AVE GOWANUS AVE,27TH AND 3D AVE GOWANUS AVE
7225,220,WASHINGTON,ST,220 WASHINGTON ST,220 WASHINGTON ST,220 WASHINGTON ST
7226,31,MAIN,ST,31 MAIN ST,31 MAIN ST,31 MAIN ST
7227,NA,MYRTLE AND KENT AVE,AVE,MYRTLE AND KENT AVE,MYRTLE AND KENT AVE,MYRTLE AND KENT AVE
7228,NA,E B STAGE PROPRIETORS FLUSHING AVE,ST,E B STAGE PROPRIETORS FLUSHING AVE ST,E B STAGE PROPRIETORS FLUSHING AVE ST,E B STAGE PROPRIETORS FLUSHING AVE ST
7229,222,FRONT,ST,222 FRONT ST,222 FRONT ST,222 FRONT ST
7230,54,ATLANTIC,ST,54 ATLANTIC ST,54 ATLANTIC ST,54 ATLANTIC ST
7231,180,JAY,ST,180 JAY ST,180 JAY ST,180 JAY ST
7232,114,HENRY,ST,114 HENRY ST,114 HENRY ST,114 HENRY ST
7233,NA,MYRTLE AND KENT AVE,AVE,MYRTLE AND KENT AVE,MYRTLE AND KENT AVE,MYRTLE AND KENT AVE
7234,NA,DEAN AND POWERS,ST,DEAN AND POWERS ST,DEAN AND POWERS ST,DEAN AND POWERS ST
7235,NA,TILLARY AND JAY,ST,TILLARY AND JAY ST,TILLARY AND JAY ST,TILLARY AND JAY ST
7236,60,MONTAGUE PL,PL,60 MONTAGUE PL,60 MONTAGUE PL,60 MONTAGUE PL
7237,7,YORK,ST,7 YORK ST,7 YORK ST,7 YORK ST
7238,38,STATE,ST,38 STATE ST,38 STATE ST,38 STATE ST
7239,39,ATLANTIC,ST,39 ATLANTIC ST,39 ATLANTIC ST,39 ATLANTIC ST
7240,199,GOLD,ST,199 GOLD ST,199 GOLD ST,199 GOLD ST
7241,131,CONCORD,ST,131 CONCORD ST,131 CONCORD ST,131 CONCORD ST
7242,11,CARLL,ST,11 CARLL ST,11 CARLL ST,11 CARLL ST
7243,NA,WASHINGTON U FULTON AVE,AVE,WASHINGTON U FULTON AVE,WASHINGTON U FULTON AVE,WASHINGTON U FULTON AVE
7244,101,GOLD,ST,101 GOLD ST,101 GOLD ST,101 GOLD ST
7245,NA,MYRTLE AND KENT AVE,AVE,MYRTLE AND KENT AVE,MYRTLE AND KENT AVE,MYRTLE AND KENT AVE
7246,NA,21 AND STH AVE GOWANUS,ST,21 AND STH AVE GOWANUS ST,21ST AND STH AVE GOWANUS ST,21ST AND STH AVE GOWANUS ST
7247,56,JORALEMON,ST,56 JORALEMON ST,56 JORALEMON ST,56 JORALEMON ST
7248,NA,VANDERBILT AVE AND BEDFORD RD,AVE,VANDERBILT AVE AND BEDFORD RD AVE,VANDERBILT AVE AND BEDFORD RD AVE,VANDERBILT AVE AND BEDFORD RD AVE
7249,NA,FLUSHING AND CLASSON AVE,AVE,FLUSHING AND CLASSON AVE,FLUSHING AND CLASSON AVE,FLUSHING AND CLASSON AVE
7250,NA,MYRTLE AVE AND DUFFIELD,AVE,MYRTLE AVE AND DUFFIELD AVE,MYRTLE AVE AND DUFFIELD AVE,MYRTLE AVE AND DUFFIELD AVE
7251,105,GOLD,ST,105 GOLD ST,105 GOLD ST,105 GOLD ST
7252,4,YORK,ST,4 YORK ST,4 YORK ST,4 YORK ST
7253,97,HENRY,ST,97 HENRY ST,97 HENRY ST,97 HENRY ST
7254,54,JORALEMON,ST,54 JORALEMON ST,54 JORALEMON ST,54 JORALEMON ST
7255,169,JAY,ST,169 JAY ST,169 JAY ST,169 JAY ST
7256,NA,CLARK AND HENRY,ST,CLARK AND HENRY ST,CLARK AND HENRY ST,CLARK AND HENRY ST
7257,NA,GEORGE AND MYRTLE AND CARLTON AVE,AVE,GEORGE AND MYRTLE AND CARLTON AVE,GEORGE AND MYRTLE AND CARLTON AVE,GEORGE AND MYRTLE AND CARLTON AVE
7258,154,ATLANTIC,ST,154 ATLANTIC ST,154 ATLANTIC ST,154 ATLANTIC ST
7259,11,NASSAU,ST,11 NASSAU ST,11 NASSAU ST,11 NASSAU ST
7260,82,HIGH,ST,82 HIGH ST,82 HIGH ST,82 HIGH ST
7261,NA,VANDERBILT AND MYRTLE AVE,AVE,VANDERBILT AND MYRTLE AVE,VANDERBILT AND MYRTLE AVE,VANDERBILT AND MYRTLE AVE
7262,NA,CLASSON AND MYRTLE AVE,AVE,CLASSON AND MYRTLE AVE,CLASSON AND MYRTLE AVE,CLASSON AND MYRTLE AVE
7263,105,PIINCE,ST,105 PIINCE ST,105 PIINCE ST,105 PIINCE ST
7264,NA,AMITY AND CLINTON,ST,AMITY AND CLINTON ST,AMITY AND CLINTON ST,AMITY AND CLINTON ST
7265,NA,PACIFIC AND VANDERBILT AVE FLYER CATHERINE 1C4 HIGH,AVE,PACIFIC AND VANDERBILT AVE FLYER CATHERINE 1C4 HIGH AVE,PACIFIC AND VANDERBILT AVE FLYER CATHERINE 1STC4 HIGH AVE,PACIFIC AND VANDERBILT AVE FLYER CATHERINE 1STC4 HIGH AVE
7266,NA,S CONKLIN ALY AND M ATER,ALY,S CONKLIN ALY AND M ATER ALY,S CONKLIN ALY AND M ATER ALY,S CONKLIN ALY AND M ATER ALY
7267,NA,HUDSON AND FULTON AVE,AVE,HUDSON AND FULTON AVE,HUDSON AND FULTON AVE,HUDSON AND FULTON AVE
7268,NA,NOSTRAND AND MYRTLE AVE,AVE,NOSTRAND AND MYRTLE AVE,NOSTRAND AND MYRTLE AVE,NOSTRAND AND MYRTLE AVE
7269,NA,11G WALL NY HL PROSPECT,HL,11G WALL NY HL PROSPECT HL,11THG WALL NY HL PROSPECT HL,11THG WALL NY HL PROSPECT HL
7270,34,LITTLE,ST,34 LITTLE ST,34 LITTLE ST,34 LITTLE ST
7271,179,FULTON,ST,179 FULTON ST,179 FULTON ST,179 FULTON ST
7272,NA,WASHINGTON AND FULTON AVE,AVE,WASHINGTON AND FULTON AVE,WASHINGTON AND FULTON AVE,WASHINGTON AND FULTON AVE
7273,NA,FULTON AVE OP DUFFIELD,AVE,FULTON AVE OP DUFFIELD AVE,FULTON AVE OP DUFFIELD AVE,FULTON AVE OP DUFFIELD AVE
7274,49,ADAMS LMMS JOHN FLATBUSH TURNPIKE,ST,49 ADAMS LMMS JOHN FLATBUSH TURNPIKE ST,49 ADAMS LMMS JOHN FLATBUSH TURNPIKE ST,49 ADAMS LMMS JOHN FLATBUSH TURNPIKE ST
7275,NA,CLASSON AVE AND HICKORY,AVE,CLASSON AVE AND HICKORY AVE,CLASSON AVE AND HICKORY AVE,CLASSON AVE AND HICKORY AVE
7276,NA,4S SYDNEY PL,PL,4S SYDNEY PL,4THS SYDNEY PL,4THS SYDNEY PL
7277,48,SYDNEY PL,PL,48 SYDNEY PL,48 SYDNEY PL,48 SYDNEY PL
7278,NA,CLOVE RD BEDFORD,ST,CLOVE RD BEDFORD ST,CLOVE RD BEDFORD ST,CLOVE RD BEDFORD ST
7279,41,STANTON,ST,41 STANTON ST,41 STANTON ST,41 STANTON ST
7280,NA,21 AND 4 AVE GOWANUS,AVE,21 AND 4 AVE GOWANUS AVE,21ST AND 4 AVE GOWANUS AVE,21ST AND 4 AVE GOWANUS AVE
7281,2,Y HIE,ST,2 Y HIE ST,2 Y HIE ST,2 Y HIE ST
7282,278,JAY,ST,278 JAY ST,278 JAY ST,278 JAY ST
7283,109,NAVY,ST,109 NAVY ST,109 NAVY ST,109 NAVY ST
7284,66,ORANGE,ST,66 ORANGE ST,66 ORANGE ST,66 ORANGE ST
7285,134,DUFFIELD,ST,134 DUFFIELD ST,134 DUFFIELD ST,134 DUFFIELD ST
7286,134,DUFFIELD,ST,134 DUFFIELD ST,134 DUFFIELD ST,134 DUFFIELD ST
7287,117,HUDSON AVE,AVE,117 HUDSON AVE,117 HUDSON AVE,117 HUDSON AVE
7288,223,FULTON,ST,223 FULTON ST,223 FULTON ST,223 FULTON ST
7289,35,MYRTLE AVE,AVE,35 MYRTLE AVE,35 MYRTLE AVE,35 MYRTLE AVE
7290,59,HENRY,ST,59 HENRY ST,59 HENRY ST,59 HENRY ST
7291,NA,BEDFORD AVE AND QUINCY,AVE,BEDFORD AVE AND QUINCY AVE,BEDFORD AVE AND QUINCY AVE,BEDFORD AVE AND QUINCY AVE
7292,164,PROSPECT,ST,164 PROSPECT ST,164 PROSPECT ST,164 PROSPECT ST
7293,NA,PACIFIC AND CT,CT,PACIFIC AND CT,PACIFIC AND CT,PACIFIC AND CT
7294,NA,CABINE T MAKER 3D AVE GOWANUS,AVE,CABINE T MAKER 3D AVE GOWANUS AVE,CABINE T MAKER 3RDD AVE GOWANUS AVE,CABINE T MAKER 3RDD AVE GOWANUS AVE
7295,NA,MYRTLE AVE AND STEUBEN,ST,MYRTLE AVE AND STEUBEN ST,MYRTLE AVE AND STEUBEN ST,MYRTLE AVE AND STEUBEN ST
7296,NA,SL PRINCE,ST,SL PRINCE ST,SL PRINCE ST,SL PRINCE ST
7297,115,NAVY,ST,115 NAVY ST,115 NAVY ST,115 NAVY ST
7298,79,ADAMS,ST,79 ADAMS ST,79 ADAMS ST,79 ADAMS ST
7299,NA,HENRY AND MIDDAGH,ST,HENRY AND MIDDAGH ST,HENRY AND MIDDAGH ST,HENRY AND MIDDAGH ST
7300,NA,1SS YORK,ST,1SS YORK ST,1STSS YORK ST,1STSS YORK ST
7301,NA,DIVISION AVE AND MYRTLE AVE,AVE,DIVISION AVE AND MYRTLE AVE,DIVISION AVE AND MYRTLE AVE,DIVISION AVE AND MYRTLE AVE
7302,201,HIGH,ST,201 HIGH ST,201 HIGH ST,201 HIGH ST
7303,NA,MYRTLE AVE AND RAYMOND,AVE,MYRTLE AVE AND RAYMOND AVE,MYRTLE AVE AND RAYMOND AVE,MYRTLE AVE AND RAYMOND AVE
7304,162,CT,ST,162 CT ST,162 CT ST,162 CT ST
7305,1,DEGRAW,ST,1 DEGRAW ST,1 DEGRAW ST,1 DEGRAW ST
7306,51,ADAMS,ST,51 ADAMS ST,51 ADAMS ST,51 ADAMS ST
7307,52,BALTIC,ST,52 BALTIC ST,52 BALTIC ST,52 BALTIC ST
7308,83,HIGH,ST,83 HIGH ST,83 HIGH ST,83 HIGH ST
7309,NA,SUPERINTENDENT L I RAILROD CLOVE RD BEDFORD,ST,SUPERINTENDENT L I RAILROD CLOVE RD BEDFORD ST,SUPERINTENDENT L I RAILROD CLOVE RD BEDFORD ST,SUPERINTENDENT L I RAILROD CLOVE RD BEDFORD ST
7310,66,PIERREPONT,PIER,66 PIERREPONT PIER,66 PIERREPONT PIER,66 PIERREPONT PIER
7311,122,HIGH,ST,122 HIGH ST,122 HIGH ST,122 HIGH ST
7312,NA,TILLARY AND PRINCE,ST,TILLARY AND PRINCE ST,TILLARY AND PRINCE ST,TILLARY AND PRINCE ST
7313,NA,SCHERMERHORN AND NEVINS,ST,SCHERMERHORN AND NEVINS ST,SCHERMERHORN AND NEVINS ST,SCHERMERHORN AND NEVINS ST
7314,277,ATLANTIC,ST,277 ATLANTIC ST,277 ATLANTIC ST,277 ATLANTIC ST
7315,142,MYRTLE AVE,AVE,142 MYRTLE AVE,142 MYRTLE AVE,142 MYRTLE AVE
7316,195,JAY,ST,195 JAY ST,195 JAY ST,195 JAY ST
7317,25,DOUGLASS,ST,25 DOUGLASS ST,25 DOUGLASS ST,25 DOUGLASS ST
7318,NA,MYRTLE AVE AND STEUBEN,ST,MYRTLE AVE AND STEUBEN ST,MYRTLE AVE AND STEUBEN ST,MYRTLE AVE AND STEUBEN ST
7319,16,UNION PL,PL,16 UNION PL,16 UNION PL,16 UNION PL
7320,231,JAY,ST,231 JAY ST,231 JAY ST,231 JAY ST
7321,12,FRANKLIN PL,PL,12 FRANKLIN PL,12 FRANKLIN PL,12 FRANKLIN PL
7322,73,PINEAPPLE,ST,73 PINEAPPLE ST,73 PINEAPPLE ST,73 PINEAPPLE ST
7323,NA,FLUSHING AND CLASSON AVE,AVE,FLUSHING AND CLASSON AVE,FLUSHING AND CLASSON AVE,FLUSHING AND CLASSON AVE
7324,71,PRINCE,ST,71 PRINCE ST,71 PRINCE ST,71 PRINCE ST
7325,NA,CLINTON AND FULTON AVE,AVE,CLINTON AND FULTON AVE,CLINTON AND FULTON AVE,CLINTON AND FULTON AVE
7326,171,YORK,ST,171 YORK ST,171 YORK ST,171 YORK ST
7327,48,PRINCE,ST,48 PRINCE ST,48 PRINCE ST,48 PRINCE ST
7328,112,PRINCE,ST,112 PRINCE ST,112 PRINCE ST,112 PRINCE ST
7329,NA,MYRTLE AVE AND STEUBEN,ST,MYRTLE AVE AND STEUBEN ST,MYRTLE AVE AND STEUBEN ST,MYRTLE AVE AND STEUBEN ST
7330,31,NAVY,ST,31 NAVY ST,31 NAVY ST,31 NAVY ST
7331,NA,PROSPECT HL,HL,PROSPECT HL,PROSPECT HL,PROSPECT HL
7332,95,JAY,ST,95 JAY ST,95 JAY ST,95 JAY ST
7333,96,PEARL,ST,96 PEARL ST,96 PEARL ST,96 PEARL ST
7334,122,FULTON,ST,122 FULTON ST,122 FULTON ST,122 FULTON ST
7335,48,PRINCE,ST,48 PRINCE ST,48 PRINCE ST,48 PRINCE ST
7336,NA,STATE AND POWERS,ST,STATE AND POWERS ST,STATE AND POWERS ST,STATE AND POWERS ST
7337,NA,TILLARY AND BARBARINE,ST,TILLARY AND BARBARINE ST,TILLARY AND BARBARINE ST,TILLARY AND BARBARINE ST
7338,NA,BEDFORD RD AND DE KALB AVE,AVE,BEDFORD RD AND DE KALB AVE,BEDFORD RD AND DE KALB AVE,BEDFORD RD AND DE KALB AVE
7339,NA,W FLUSHINGAVOP ILLIAMSBURGH RD,ST,W FLUSHINGAVOP ILLIAMSBURGH RD ST,W FLUSHINGAVOP ILLIAMSBURGH RD ST,W FLUSHINGAVOP ILLIAMSBURGH RD ST
7340,1,GOTHIC ALY,ALY,1 GOTHIC ALY,1 GOTHIC ALY,1 GOTHIC ALY
7341,NA,DUFFIELD AND WILLOUGHBY,ST,DUFFIELD AND WILLOUGHBY ST,DUFFIELD AND WILLOUGHBY ST,DUFFIELD AND WILLOUGHBY ST
7342,NA,E CUSTOM HOU OFFICER 98 SACKETT,ST,E CUSTOM HOU OFFICER 98 SACKETT ST,E CUSTOM HOU OFFICER 98TH SACKETT ST,E CUSTOM HOU OFFICER 98TH SACKETT ST
7343,25,UNION PL,PL,25 UNION PL,25 UNION PL,25 UNION PL
7344,133,HUDSON AVE,AVE,133 HUDSON AVE,133 HUDSON AVE,133 HUDSON AVE
7345,NA,HICKORY AND FRANKLIN AVE,AVE,HICKORY AND FRANKLIN AVE,HICKORY AND FRANKLIN AVE,HICKORY AND FRANKLIN AVE
7346,NA,COLUMBIAN LABRATORY AND VANDERBILT AND FLUSHING AVE AND 429 HUDSON AVE,AVE,COLUMBIAN LABRATORY AND VANDERBILT AND FLUSHING AVE AND 429 HUDSON AVE,COLUMBIAN LABRATORY AND VANDERBILT AND FLUSHING AVE AND 429TH HUDSON AVE,COLUMBIAN LABRATORY AND VANDERBILT AND FLUSHING AVE AND 429TH HUDSON AVE
7347,195,JAY,ST,195 JAY ST,195 JAY ST,195 JAY ST
7348,NA,GREEN LN AND YORK,LN,GREEN LN AND YORK LN,GREEN LN AND YORK LN,GREEN LN AND YORK LN
7349,NA,CONCORD AND HUDSON AVE,AVE,CONCORD AND HUDSON AVE,CONCORD AND HUDSON AVE,CONCORD AND HUDSON AVE
7350,143,PROSPECT,ST,143 PROSPECT ST,143 PROSPECT ST,143 PROSPECT ST
7351,NA,BERGEN AND POWERS,ST,BERGEN AND POWERS ST,BERGEN AND POWERS ST,BERGEN AND POWERS ST
7352,99,NASSAU,ST,99 NASSAU ST,99 NASSAU ST,99 NASSAU ST
7353,285,HUDSON AVE,AVE,285 HUDSON AVE,285 HUDSON AVE,285 HUDSON AVE
