Full Address,H Status-flag,H Address,H House Number,H Street Name,H City,Address 2,Address 2 House Number,Address 2 Street Name,Address 2 City,new h address-flag,new h house number,new h street name,new h city,new h county,unidentified h info,new h street 1,new h street 2,new h street type,h house number modifier,new address2 house number,new address2 street name,new address2 street 1,new address2 street 2,new address2 street type,new address2 city,new address2 county,unidentified address2 info,address2 house number modifier
125 Court h 42 Douglass,Assume,125 COURT H 42 DOUGLASS,125,COURT H 42 DOUGLASS,,,,,,h in between,42,DOUGLASS,,,H,,,,,,125,,,,,,COURT,
24 South N Y h 191 Henry,Assume,24 SOUTH N Y H 191 HENRY,24,SOUTH N Y H 191 HENRY,,,,,,h in between,191,HENRY,,,H,,,,,,24,,,,,,SOUTH N Y,
N Y h 8 Garden,Assume,N Y H 8 GARDEN,,,N Y H 8 GARDEN,,,,,h in between,8,GARDEN,,,H,,,,,,,,,,,,N Y,
57 Atlantic h 11'4 Willoughby,Assume,57 ATLANTIC H 11'4 WILLOUGHBY,57,ATLANTIC H 11'4 WILLOUGHBY,,,,,,h in between,,WILLOUGHBY,,,11'4,,,,,57,ATLANTIC,,,,,,,
131 William N Y h 76 Columbia,Assume,131 WILLIAM N Y H 76 COLUMBIA,131,WILLIAM N Y H 76 COLUMBIA,,,,,,h in between,76,COLUMBIA,,,H,,,,,131,WILLIAM,,,,,,N Y,
N Y h 74 Columbia,Assume,N Y H 74 COLUMBIA,,,N Y H 74 COLUMBIA,,,,,h in between,74,COLUMBIA,,,H,,,,,,,,,,,,N Y,
Bank of New York h 51 Hicks,Assume,BANK OF NEW YORK H 51 HICKS,,,BANK OF NEW YORK H 51 HICKS,,,,,h in between,51,HICKS,,,H,,,,,,,,,,BANK OF NEW YORK,,,
A B C F M 150 Nassau N Y h 143 Adams,Assume,A B C F M 150 NASSAU N Y H 143 ADAMS,,,A B C F M 150 NASSAU N Y H 143 ADAMS,,,,,h in between,143,ADAMS,,,H,,,,,,NASSAU,,,,,,A B C F M 150  N Y,
204 Broadway N Y h 66 Nassau,Assume,204 BROADWAY N Y H 66 NASSAU,204,BROADWAY N Y H 66 NASSAU,,,,,,h in between,66,NASSAU,,,H,,,,,204,BROADWAY,,,,,,N Y,
161 Maiden lane N Y h 11 Monroe pl,Assume,161 MAIDEN LANE N Y H 11 MONROE PL,161,MAIDEN LANE N Y H 11 MONROE PL,,,,,,h in between,11,MONROE PL,,,H,,,,,161,MAIDEN LA,,,,,,NE N Y,
20 Exchange pl N Y h State n Smith,Assume,20 EXCHANGE PL N Y H STATE N SMITH,20,EXCHANGE PL N Y H STATE N SMITH,,,,,,h in between,,STATE,,,N SMITH,,,,,20,EXCHANGE PL,,,,,,N Y,
Atlantic c Hicks h 236 Atlantic,Assume,ATLANTIC C HICKS H 236 ATLANTIC,,,ATLANTIC C HICKS H 236 ATLANTIC,,,,,h in between,236,ATLANTIC,,,H,,,,,,ATLANTIC,,,,,,C HICKS,
60 New st N Y h Union n Court,Assume,60 NEW ST N Y H UNION N COURT,60,NEW ST N Y H UNION N COURT,,,,,,h in between,,UNION,,,N COURT,,,,,60,NEW,,,,,,ST N Y,
73 Atlantic h 67 Chambers N Y,Assume,73 ATLANTIC H 67 CHAMBERS N Y,73,ATLANTIC H 67 CHAMBERS N Y,,,,,,h in between,67,CHAMBERS,,,N Y,,,,,73,ATLANTIC,,,,,,,
53 Beaver N Y h 33 Willow place,Assume,53 BEAVER N Y H 33 WILLOW PLACE,53,BEAVER N Y H 33 WILLOW PLACE,,,,,,h in between,33,WILLOW PL,,,ACE,,,,,53,BEAVER,,,,,,N Y,
3 Market h 1 Henry,Assume,3 MARKET H 1 HENRY,3,MARKET H 1 HENRY,,,,,,h in between,1,HENRY,,,H,,,,,3,MARKET,,,,,,,
105 Concord h 103,Assume,105 CONCORD H 103,105,CONCORD H 103,,,,,,h in between,,103,,,H,,,,,105,CONCORD,,,,,,,
N Y h 59 Livingston,Assume,N Y H 59 LIVINGSTON,,,N Y H 59 LIVINGSTON,,,,,h in between,59,LIVINGSTON,,,H,,,,,,,,,,,,N Y,
lantern manufÃ¢ÂÂr 207 Water N Y h 88 Orange,Assume,LANTERN MANUFÃÂÂR 207 WATER N Y H 88 ORANGE,,,LANTERN MANUFÃ¢ÂÂR 207 WATER N Y H 88 ORANGE,,,,,h in between,88,ORANGE,,,H,,,,,,WATER,,,,,,LANTERN MANUFÃÂÂR 207  N Y,
39 John N Y' h 82 Henry,Assume,39 JOHN N Y' H 82 HENRY,39,JOHN N Y' H 82 HENRY,,,,,,h in between,82,HENRY,,,H,,,,,39,JOHN,,,,,,N Y',
N Y h 59 Livingston,Assume,N Y H 59 LIVINGSTON,,,N Y H 59 LIVINGSTON,,,,,h in between,59,LIVINGSTON,,,H,,,,,,,,,,,,N Y,
2d Prcsb Ch Court h Joralemon and Livingston,Assume,2D PRCSB CH COURT H JORALEMON AND LIVINGSTON,,,2D PRCSB CH COURT H JORALEMON AND LIVINGSTON,,,,,h in between,,LIVINGSTON,,,JORALEMON AND,,,,,,2,,,,,,D PRCSB CH COURT,
N Y h 59 Livingston,Assume,N Y H 59 LIVINGSTON,,,N Y H 59 LIVINGSTON,,,,,h in between,59,LIVINGSTON,,,H,,,,,,,,,,,,N Y,
N Y h 65 Lawrence,Assume,N Y H 65 LAWRENCE,,,N Y H 65 LAWRENCE,,,,,h in between,65,LAWRENCE,,,H,,,,,,,,,,,,N Y,
39 John N YÃ¢ÂÂ h 10 Strong pl,Assume,39 JOHN N YÃÂÂ H 10 STRONG PL,39,JOHN N YÃ¢ÂÂ H 10 STRONG PL,,,,,,h in between,10,STRONG PL,,,H,,,,,39,JOHN,,,,,,N YÃÂÂ,
39 John N Y h 10 Strong place,Assume,39 JOHN N Y H 10 STRONG PLACE,39,JOHN N Y H 10 STRONG PLACE,,,,,,h in between,10,STRONG PL,,,ACE,,,,,39,JOHN,,,,,,N Y,
finding store 43 Fulton h 316 Gold,Assume,FINDING STORE 43 FULTON H 316 GOLD,,,FINDING STORE 43 FULTON H 316 GOLD,,,,,h in between,316,GOLD,,,H,,,,,,FULTON,,,,,,FINDING STORE 43,
N Y h 5 Warren,Assume,N Y H 5 WARREN,,,N Y H 5 WARREN,,,,,h in between,5,WARREN,,,H,,,,,,,,,,,,N Y,
215 Fulton h 175 Concord,Assume,215 FULTON H 175 CONCORD,215,FULTON H 175 CONCORD,,,,,,h in between,175,CONCORD,,,H,,,,,215,FULTON,,,,,,,
91 Wall N Y h 3 Willoughby,Assume,91 WALL N Y H 3 WILLOUGHBY,91,WALL N Y H 3 WILLOUGHBY,,,,,,h in between,3,WILLOUGHBY,,,H,,,,,91,WALL,,,,,,N Y,
Plymouth c Pearl h 15 Willoughby h S3 Prospect,Assume,PLYMOUTH C PEARL H 15 WILLOUGHBY H S3 PROSPECT,,,PLYMOUTH C PEARL H 15 WILLOUGHBY H S3 PROSPECT,,,,,h in between,15,WILLOUGHBY,,,S3 PROSPECT,,,,,,PLYMOUTH,,,,,,C PEARL,
lamp store 8 Catharine N Y h 36 Prospect,Assume,LAMP STORE 8 CATHARINE N Y H 36 PROSPECT,,,LAMP STORE 8 CATHARINE N Y H 36 PROSPECT,,,,,h in between,36,PROSPECT,,,H,,,,,,E 8,,,,,,LAMP STOR CATHARINE N Y,
114 Front N Y h 5 Wyckoff,Assume,114 FRONT N Y H 5 WYCKOFF,114,FRONT N Y H 5 WYCKOFF,,,,,,h in between,5,WYCKOFF,,,H,,,,,114,FRONT,,,,,,N Y,
96 Pearl N Y h 7 Cheever pl,Assume,96 PEARL N Y H 7 CHEEVER PL,96,PEARL N Y H 7 CHEEVER PL,,,,,,h in between,7,CHEEVER PL,,,H,,,,,96,PEARL,,,,,,N Y,
Court n Montague place D H Haines proprietor,Assume,COURT N MONTAGUE PLACE D H HAINES PROPRIETOR,,,COURT N MONTAGUE PLACE D H HAINES PROPRIETOR,,,,,h in between,,,,,HAINES PROPRIETOR,,,,,,MONTAGUE,,,,,,COURT N  PLACE D,
Water c Washington h 139 Washington,Assume,WATER C WASHINGTON H 139 WASHINGTON,,,WATER C WASHINGTON H 139 WASHINGTON,,,,,h in between,139,WASHINGTON,,,H,,,,,,WASHINGTON,,,,,,WATER C,
Water c Washington h 123,Assume,WATER C WASHINGTON H 123,,,WATER C WASHINGTON H 123,,,,,h in between,,123,,,H,,,,,,WASHINGTON,,,,,,WATER C,
94 Main h 69 Adams Adams,Assume,94 MAIN H 69 ADAMS ADAMS,94,MAIN H 69 ADAMS ADAMS,,,,,,h in between,69,ADAMS,,,H,,,,,94,MAIN,,,,,,,
N Y h 46 Pierrepont,Assume,N Y H 46 PIERREPONT,,,N Y H 46 PIERREPONT,,,,,h in between,46,PIERREPONT,,,H,,,,,,,,,,,,N Y,
merchant 47 Fulton N Y h 81 Poplar,Assume,MERCHANT 47 FULTON N Y H 81 POPLAR,47,FULTON N Y H 81 POPLAR,,,,,,h in between,81,POPLAR,,,H,,,,,47,FULTON,,,,,,MERCHANT   N Y,
35 Fulton h 69 Middagh,Assume,35 FULTON H 69 MIDDAGH,35,FULTON H 69 MIDDAGH,,,,,,h in between,69,MIDDAGH,,,H,,,,,35,FULTON,,,,,,,
61 Broadway N Yr h 54 Montague place,Assume,61 BROADWAY N YR H 54 MONTAGUE PLACE,61,BROADWAY N YR H 54 MONTAGUE PLACE,,,,,,h in between,54,MONTAGUE,,,PLACE,,,,,61,BROADWAY,,,,,,N YR,
45 Beaver N Y h Oxford n Fulton av n Warren,Assume,45 BEAVER N Y H OXFORD N FULTON AV N WARREN,45,BEAVER N Y H OXFORD N FULTON AV N WARREN,,,,,,h in between,,WARREN,,FULTON,OXFORD N  AV N,,,,,45,BEAVER,,,,,,N Y,
N Y h 64 Lawrence,Assume,N Y H 64 LAWRENCE,,,N Y H 64 LAWRENCE,,,,,h in between,64,LAWRENCE,,,H,,,,,,,,,,,,N Y,
tailor 37 Atlantic h Court c Atlantic,Assume,TAILOR 37 ATLANTIC H COURT C ATLANTIC,37,ATLANTIC H COURT C ATLANTIC,,,,,,h in between,,ATLANTIC,,,COURT C,,,,,37,ATLANTIC,,,,,,TAILOR,
attorney & counsellor 4 Montague Stanton Hall Court st h 389 Atlantic,Assume,ATTORNEY & COUNSELLOR 4 MONTAGUE STANTON HALL COURT ST H 389 ATLANTIC,,,ATTORNEY & COUNSELLOR 4 MONTAGUE STANTON HALL COURT ST H 389 ATLANTIC,,,,,h in between,389,ATLANTIC,,,H,,,,,,MONTAGUE,,,,,,ATTORNEY & COUNSELLOR 4  STANTON HALL COURT ST,
Hudson av n Prospect h 45,Assume,HUDSON AV N PROSPECT H 45,,,HUDSON AV N PROSPECT H 45,,,,,h in between,,45,,,H,,,,,,PROSPECT,,,,,HUDSON,AV N,
L I Ins Co & commissioner ot deeds h 163 Pear],Assume,L I INS CO & COMMISSIONER OT DEEDS H 163 PEAR],,,L I INS CO & COMMISSIONER OT DEEDS H 163 PEAR],,,,,h in between,163,PEAR,,,],,,,,,,,,,L I,,INS CO & COMMISSIONER OT DEEDS,
Hicks c Amity h 389 Atlantic,Assume,HICKS C AMITY H 389 ATLANTIC,,,HICKS C AMITY H 389 ATLANTIC,,,,,h in between,389,ATLANTIC,,,H,,,,,,HICKS,,,,,,C AMITY,
68 Front N Y h 24 Sands,Assume,68 FRONT N Y H 24 SANDS,68,FRONT N Y H 24 SANDS,,,,,,h in between,24,SANDS,,,H,,,,,68,FRONT,,,,,,N Y,
111 Fulton h 71 Hicks,Assume,111 FULTON H 71 HICKS,111,FULTON H 71 HICKS,,,,,,h in between,71,HICKS,,,H,,,,,111,FULTON,,,,,,,
"ship builder foot of , Jay st h 162 Front",Assume,"SHIP BUILDER FOOT OF , JAY ST H 162 FRONT",,,"SHIP BUILDER FOOT OF , JAY ST H 162 FRONT",,,,,h in between,162,FRONT,,,H,,,,,,JAY,,,,,,"SHIP BUILDER FOOT OF ,  ST",
Fulton op Myrtle av and Myrtle av c Carll h 205 Navy,Assume,FULTON OP MYRTLE AV AND MYRTLE AV C CARLL H 205 NAVY,,,FULTON OP MYRTLE AV AND MYRTLE AV C CARLL H 205 NAVY,,,,,h in between,205,NAVY,,,H,,,,,,FULTON,,,,,,OP MYRTLE AV AND MYRTLE AV C CARLL,
71 Main h 74 Fulton,Assume,71 MAIN H 74 FULTON,71,MAIN H 74 FULTON,,,,,,h in between,74,FULTON,,,H,,,,,71,MAIN,,,,,,,
Fulton c Cranberry h 158 Front,Assume,FULTON C CRANBERRY H 158 FRONT,,,FULTON C CRANBERRY H 158 FRONT,,,,,h in between,158,FRONT,,,H,,,,,,CRANBERRY,,,,,FULTON,C,
N Y h 147 Adams,Assume,N Y H 147 ADAMS,,,N Y H 147 ADAMS,,,,,h in between,147,ADAMS,,,H,,,,,,,,,,,,N Y,
1S3 Myrtle av h 24 Lafayette 7,Assume,1S3 MYRTLE AV H 24 LAFAYETTE 7,,,1S3 MYRTLE AV H 24 LAFAYETTE 7,,,,,h in between,24,LAFAYETTE,,,7,,,,,,1,,,,,,S3 MYRTLE AV,
Fulton market h 100 Concord,Assume,FULTON MARKET H 100 CONCORD,,,FULTON MARKET H 100 CONCORD,,,,,h in between,100,CONCORD,,,H,,,,,,FULTON MARKET,,,,,,,
General Mutual Ins Co 50 Wall N Y h 231 Atlantic,Assume,GENERAL MUTUAL INS CO 50 WALL N Y H 231 ATLANTIC,,,GENERAL MUTUAL INS CO 50 WALL N Y H 231 ATLANTIC,,,,,h in between,231,ATLANTIC,,,H,,,,,,WALL,,,,L I,,GENERAL MUTUANS CO 50  N Y,
21 Henry h 106 Degraw,Assume,21 HENRY H 106 DEGRAW,21,HENRY H 106 DEGRAW,,,,,,h in between,106,DEGRAW,,,H,,,,,21,HENRY,,,,,,,
111 South NY h 106 Degraw,Assume,111 SOUTH NY H 106 DEGRAW,111,SOUTH NY H 106 DEGRAW,,,,,,h in between,106,DEGRAW,,,H,,,,,,111,,,,NY,,SOUTH,
16 Cortluudt NY h 34 Johnson,Assume,16 CORTLUUDT NY H 34 JOHNSON,16,CORTLUUDT NY H 34 JOHNSON,,,,,,h in between,34,JOHNSON,,,H,,,,,,16,,,,NY,,CORTLUUDT,
134 Henry h 64 High,Assume,134 HENRY H 64 HIGH,134,HENRY H 64 HIGH,,,,,,h in between,64,HIGH,,,H,,,,,134,HENRY,,,,,,,
134 Henry h 46 High,Assume,134 HENRY H 46 HIGH,134,HENRY H 46 HIGH,,,,,,h in between,46,HIGH,,,H,,,,,134,HENRY,,,,,,,
167 Front N Y h 64 High,Assume,167 FRONT N Y H 64 HIGH,167,FRONT N Y H 64 HIGH,,,,,,h in between,64,HIGH,,,H,,,,,167,FRONT,,,,,,N Y,
W'ater c Pearl h 59 Pearl,Assume,W'ATER C PEARL H 59 PEARL,,,W'ATER C PEARL H 59 PEARL,,,,,h in between,59,PEARL,,,H,,,,,,PEARL,,,,,,W'ATER C,
Pacific n Hicks h 96 High,Assume,PACIFIC N HICKS H 96 HIGH,,,PACIFIC N HICKS H 96 HIGH,,,,,h in between,96,HIGH,,,H,,,,,,PACIFIC,,,,,,N HICKS,
Chambers City Hall h 48 Livingston,Assume,CHAMBERS CITY HALL H 48 LIVINGSTON,,,CHAMBERS CITY HALL H 48 LIVINGSTON,,,,,h in between,48,LIVINGSTON,,,H,,,,,,CHAMBERS,,,,,,CITY HALL,
53 Cliff N Y h 136 Jay,Assume,53 CLIFF N Y H 136 JAY,53,CLIFF N Y H 136 JAY,,,,,,h in between,136,JAY,,,H,,,,,53,CLIFF,,,,,,N Y,
Fulton market N Y h 80 Fulton,Assume,FULTON MARKET N Y H 80 FULTON,,,FULTON MARKET N Y H 80 FULTON,,,,,h in between,80,FULTON,,,H,,,,,,FULTON MARKET,,,,,,N Y,
N Y h 31 Bergen n Boerum,Assume,N Y H 31 BERGEN N BOERUM,,,N Y H 31 BERGEN N BOERUM,,,,,h in between,31,BOERUM,,BERGEN,N,,,,,,,,,,,,N Y,
16 John N Y h 26 Sackett,Assume,16 JOHN N Y H 26 SACKETT,16,JOHN N Y H 26 SACKETT,,,,,,h in between,26,SACKETT,,,H,,,,,16,JOHN,,,,,,N Y,
46 Cliff N Y h 43 Willow,Assume,46 CLIFF N Y H 43 WILLOW,46,CLIFF N Y H 43 WILLOW,,,,,,h in between,43,WILLOW,,,H,,,,,46,CLIFF,,,,,,N Y,
12 Atlantic n Columbia and Atlantic c Boerum h 259 Gold,Assume,12 ATLANTIC N COLUMBIA AND ATLANTIC C BOERUM H 259 GOLD,12,ATLANTIC N COLUMBIA AND ATLANTIC C BOERUM H 259 GOLD,,,,,,h in between,259,GOLD,,,H,,,,,12,COLUMBIA,,,,,ATLANTIC,N  AND  C BOERUM,
87 Myrtle av h 289Gold,Assume,87 MYRTLE AV H 289GOLD,87,MYRTLE AV H 289GOLD,,,,,,h in between,,GOLD,,,289,,,,,,87,,,,,,MYRTLE AV,
106 Broad N Y h 112 Livingston,Assume,106 BROAD N Y H 112 LIVINGSTON,106,BROAD N Y H 112 LIVINGSTON,,,,,,h in between,112,LIVINGSTON,,,H,,,,,106,BROAD,,,,,,N Y,
33 Broad N Y h Dean n Powers,Assume,33 BROAD N Y H DEAN N POWERS,33,BROAD N Y H DEAN N POWERS,,,,,,h in between,,POWERS,,,DEAN N,,,,,33,BROAD,,,,,,N Y,
116 Fulton h 61 Johnson c Jay,Assume,116 FULTON H 61 JOHNSON C JAY,116,FULTON H 61 JOHNSON C JAY,,,,,,h in between,61,JOHNSON,,,C JAY,,,,,116,FULTON,,,,,,,
32 Broad N Y h 68 Pacific,Assume,32 BROAD N Y H 68 PACIFIC,32,BROAD N Y H 68 PACIFIC,,,,,,h in between,68,PACIFIC,,,H,,,,,32,BROAD,,,,,,N Y,
U Burts Albany cream ale Front c Main h Main c York,Assume,U BURTS ALBANY CREAM ALE FRONT C MAIN H MAIN C YORK,,,U BURTS ALBANY CREAM ALE FRONT C MAIN H MAIN C YORK,,,,,h in between,,YORK,,,MAIN C,,,,,,ALBANY,,,,BURT,,U S  CREAM ALE FRONT C MAIN,
N Y h 413 Hudson av,Assume,N Y H 413 HUDSON AV,,,N Y H 413 HUDSON AV,,,,,h in between,413,HUDSON,,,AV,,,,,,,,,,,,N Y,
45 Cliff N Y' h 89 Columbia,Assume,45 CLIFF N Y' H 89 COLUMBIA,45,CLIFF N Y' H 89 COLUMBIA,,,,,,h in between,89,COLUMBIA,,,H,,,,,45,CLIFF,,,,,,N Y',
22 Washington h 25 Washington,Assume,22 WASHINGTON H 25 WASHINGTON,22,WASHINGTON H 25 WASHINGTON,,,,,,h in between,25,WASHINGTON,,,H,,,,,22,WASHINGTON,,,,,,,
Water c Pearl h Prospect hill,Assume,WATER C PEARL H PROSPECT HILL,,,WATER C PEARL H PROSPECT HILL,,,,,h in between,,PROSPECT,,,HILL,,,,,,WATER,,,,,,C PEARL,
lawyer county clerkÃ¢ÂÂs office City Hall h 103 Livingston,Assume,LAWYER COUNTY CLERKÃÂÂS OFFICE CITY HALL H 103 LIVINGSTON,,,LAWYER COUNTY CLERKÃ¢ÂÂS OFFICE CITY HALL H 103 LIVINGSTON,,,,,h in between,103,LIVINGSTON,,,H,,,,,,HALL,,,,,,LAWYER COUNTY CLERKÃÂÂS OFFICE CITY,
75 South N Y h 46 Dean n Smith,Assume,75 SOUTH N Y H 46 DEAN N SMITH,75,SOUTH N Y H 46 DEAN N SMITH,,,,,,h in between,46,SMITH,,,DEAN N,,,,,,75,,,,,,SOUTH N Y,
71 MerchÃ¢ÂÂts Exchange N Y h 401 Atlantic,Assume,71 MERCHÃÂÂTS EXCHANGE N Y H 401 ATLANTIC,71,MERCHÃ¢ÂÂTS EXCHANGE N Y H 401 ATLANTIC,,,,,,h in between,401,ATLANTIC,,,H,,,,,,71,,,,,,MERCHÃÂÂTS EXCHANGE N Y,
128 William N Y h 163 Clinton,Assume,128 WILLIAM N Y H 163 CLINTON,128,WILLIAM N Y H 163 CLINTON,,,,,,h in between,163,CLINTON,,,H,,,,,128,WILLIAM,,,,,,N Y,
"Myrtle av 1st h from Lawrence , John J Spowers proprietor",Assume,"MYRTLE AV 1ST H FROM LAWRENCE , JOHN J SPOWERS PROPRIETOR",,,"MYRTLE AV 1ST H FROM LAWRENCE , JOHN J SPOWERS PROPRIETOR",,,,,h in between,,LAWRENCE,,,"FROM  , JOHN J SPOWERS PROPRIETOR",,,,,,1,,,,,,MYRTLE AV ST,
Nassau c Gold h 112 Tillary,Assume,NASSAU C GOLD H 112 TILLARY,,,NASSAU C GOLD H 112 TILLARY,,,,,h in between,112,TILLARY,,,H,,,,,,NASSAU,,,,,,C GOLD,
N Y h 63 Columbia,Assume,N Y H 63 COLUMBIA,,,N Y H 63 COLUMBIA,,,,,h in between,63,COLUMBIA,,,H,,,,,,,,,,,,N Y,
N Y h 14 Bergen,Assume,N Y H 14 BERGEN,,,N Y H 14 BERGEN,,,,,h in between,14,BERGEN,,,H,,,,,,,,,,,,N Y,
68 Atlantic h 272 Hicks,Assume,68 ATLANTIC H 272 HICKS,68,ATLANTIC H 272 HICKS,,,,,,h in between,272,HICKS,,,H,,,,,68,ATLANTIC,,,,,,,
71 Wall NY h Vanderbilt n,Assume,71 WALL NY H VANDERBILT N,71,WALL NY H VANDERBILT N,,,,,,h in between,,VANDERBILT,,,N,,,,,71,WALL,,,,NY,,,
Herald office N Y h 6 Degraw,Assume,HERALD OFFICE N Y H 6 DEGRAW,,,HERALD OFFICE N Y H 6 DEGRAW,,,,,h in between,6,DEGRAW,,,H,,,,,,,,,,,,HERALD OFFICE N Y,
12 York h 9 Jay,Assume,12 YORK H 9 JAY,12,YORK H 9 JAY,,,,,,h in between,9,JAY,,,H,,,,,12,YORK,,,,,,,
82 Cliff N Y h 103 Pearl,Assume,82 CLIFF N Y H 103 PEARL,82,CLIFF N Y H 103 PEARL,,,,,,h in between,103,PEARL,,,H,,,,,82,CLIFF,,,,,,N Y,
38 Furman n Doughty h 60 Hicks,Assume,38 FURMAN N DOUGHTY H 60 HICKS,38,FURMAN N DOUGHTY H 60 HICKS,,,,,,h in between,60,HICKS,,,H,,,,,38,DOUGHTY,,,,,,FURMAN N,
7 South N Y h 103 Pacific,Assume,7 SOUTH N Y H 103 PACIFIC,7,SOUTH N Y H 103 PACIFIC,,,,,,h in between,103,PACIFIC,,,H,,,,,,7,,,,,,SOUTH N Y,
N Y h 116 Smith,Assume,N Y H 116 SMITH,,,N Y H 116 SMITH,,,,,h in between,116,SMITH,,,H,,,,,,,,,,,,N Y,
Pine & Wall NY h 12 Joralemon,Assume,PINE & WALL NY H 12 JORALEMON,,,PINE & WALL NY H 12 JORALEMON,,,,,h in between,12,JORALEMON,,,H,,,,,,WALL,,,,NY,,PINE &,
111 Nassau N Y' h 50 Tillary,Assume,111 NASSAU N Y' H 50 TILLARY,111,NASSAU N Y' H 50 TILLARY,,,,,,h in between,50,TILLARY,,,H,,,,,111,NASSAU,,,,,,N Y',
St Louis h 222 Henry,Assume,ST LOUIS H 222 HENRY,,,ST LOUIS H 222 HENRY,,,,,h in between,222,HENRY,,,H,,,,,,,,,,,,ST LOUIS,
72 Broad N Y h 2 Willow,Assume,72 BROAD N Y H 2 WILLOW,72,BROAD N Y H 2 WILLOW,,,,,,h in between,2,WILLOW,,,H,,,,,72,BROAD,,,,,,N Y,
38 Fulton and 136 William N Y h 19 Concord,Assume,38 FULTON AND 136 WILLIAM N Y H 19 CONCORD,38,FULTON AND 136 WILLIAM N Y H 19 CONCORD,,,,,,h in between,19,CONCORD,,,H,,,,,38,WILLIAM,,,,,FULTON,AND 136  N Y,
136 Fulton h 76 Middagh,Assume,136 FULTON H 76 MIDDAGH,136,FULTON H 76 MIDDAGH,,,,,,h in between,76,MIDDAGH,,,H,,,,,136,FULTON,,,,,,,
N Y h 95 High,Assume,N Y H 95 HIGH,,,N Y H 95 HIGH,,,,,h in between,95,HIGH,,,H,,,,,,,,,,,,N Y,
87 Front N Y h Skillman n Myrtle av,Assume,87 FRONT N Y H SKILLMAN N MYRTLE AV,87,FRONT N Y H SKILLMAN N MYRTLE AV,,,,,,h in between,,SKILLMAN,,,N MYRTLE AV,,,,,87,FRONT,,,,,,N Y,
Furman n YÃ¢ÂÂine h 2 McKenney,Assume,FURMAN N YÃÂÂINE H 2 MCKENNEY,,,FURMAN N YÃ¢ÂÂINE H 2 MCKENNEY,,,,,h in between,2,MCKENNEY,,,H,,,,,,FURMAN,,,,,,N YÃÂÂINE,
South c Pine N Y h 97 Pierrepont n Clinton,Assume,SOUTH C PINE N Y H 97 PIERREPONT N CLINTON,,,SOUTH C PINE N Y H 97 PIERREPONT N CLINTON,,,,,h in between,97,PIERREPONT,,CLINTON,N,,,,,,PINE,,,,,,SOUTH C  N Y,
10 Front h 35 Sands,Assume,10 FRONT H 35 SANDS,10,FRONT H 35 SANDS,,,,,,h in between,35,SANDS,,,H,,,,,10,FRONT,,,,,,,
N Y h 30 Butler,Assume,N Y H 30 BUTLER,,,N Y H 30 BUTLER,,,,,h in between,30,BUTLER,,,H,,,,,,,,,,,,N Y,
31 Pine N Y h 65 Baltic,Assume,31 PINE N Y H 65 BALTIC,31,PINE N Y H 65 BALTIC,,,,,,h in between,65,BALTIC,,,H,,,,,31,PINE,,,,,,N Y,
309 Fulton h 3 Lawrence,Assume,309 FULTON H 3 LAWRENCE,309,FULTON H 3 LAWRENCE,,,,,,h in between,3,LAWRENCE,,,H,,,,,309,FULTON,,,,,,,
NaylorÃ¢ÂÂsalley b JVashington and Liberty h 32 Stanton,Assume,NAYLORÃÂÂSALLEY B JVASHINGTON AND LIBERTY H 32 STANTON,,,NAYLORÃ¢ÂÂSALLEY B JVASHINGTON AND LIBERTY H 32 STANTON,,,,,h in between,32,STANTON,,,H,,,,,,LIBERTY,,,,,,NAYLORÃÂÂSALLEY B JVASHINGTON AND,
N Y h 158 Bridge,Assume,N Y H 158 BRIDGE,,,N Y H 158 BRIDGE,,,,,h in between,158,RIDGE,,,B,,,,,,,,,,,,N Y,
N Y h 73 Concord,Assume,N Y H 73 CONCORD,,,N Y H 73 CONCORD,,,,,h in between,73,CONCORD,,,H,,,,,,,,,,,,N Y,
514 Water c Rutger slip N Y h 38 Front st Brooklyn,Assume,514 WATER C RUTGER SLIP N Y H 38 FRONT ST BROOKLYN,514,WATER C RUTGER SLIP N Y H 38 FRONT ST,BROOKLYN,,,,,h in between,38,FRONT,BROOKLYN,,ST,,,,,514,WATER,,,,,,C RUTGER SLIP N Y,
N Y h 64 Pierrepont,Assume,N Y H 64 PIERREPONT,,,N Y H 64 PIERREPONT,,,,,h in between,64,PIERREPONT,,,H,,,,,,,,,,,,N Y,
103 Fulton h 63 Middagh,Assume,103 FULTON H 63 MIDDAGH,103,FULTON H 63 MIDDAGH,,,,,,h in between,63,MIDDAGH,,,H,,,,,103,FULTON,,,,,,,
252 Fulton h 267 Washington,Assume,252 FULTON H 267 WASHINGTON,252,FULTON H 267 WASHINGTON,,,,,,h in between,267,WASHINGTON,,,H,,,,,252,FULTON,,,,,,,
mer. N Y h 92 Columbia,Assume,MER. N Y H 92 COLUMBIA,,,MER. N Y H 92 COLUMBIA,,,,,h in between,92,COLUMBIA,,,H,,,,,,,,,,,,MER. N Y,
111 Pearl N Y h 4 Sydney place,Assume,111 PEARL N Y H 4 SYDNEY PLACE,111,PEARL N Y H 4 SYDNEY PLACE,,,,,,h in between,,4,,,SYDNEY PLACE,,,,,111,PEARL,,,,,,N Y,
80 Nassau N Y h 51,Assume,80 NASSAU N Y H 51,80,NASSAU N Y H 51,,,,,,h in between,,51,,,H,,,,,80,NASSAU,,,,,,N Y,
