"","hn_1","best_match","street_type","base_function","spell_ave_true","suffix_true","both_true"
"3257",NA,"4","ST","4 ST","4 ST","4TH ST","4TH ST"
"3258",152,"CHARLES","ST","152 CHARLES ST","152 CHARLES ST","152 CHARLES ST","152 CHARLES ST"
"3259",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3260",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3261",NA," BROADWAY","AVE","BROADWAY AVE","BROADWAY AVE","BROADWAY AVE","BROADWAY AVE"
"3262",NA,"7","ST","7 ST","7 ST","7TH ST","7TH ST"
"3263",NA,"3","ST","3 ST","3 ST","3RD ST","3RD ST"
"3264",NA,"6","ST","6 ST","6 ST","6TH ST","6TH ST"
"3265",116,"WILLIAM , FRENCHS","ST","116 WILLIAM , FRENCHS ST","116 WILLIAM , FRENCHS ST","116 WILLIAM , FRENCHS ST","116 WILLIAM , FRENCHS ST"
"3266",0,"0","ST","0 0 ST","0 0 ST","0 0TH ST","0 0TH ST"
"3267",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3268",28,"CARMINE","ST","28 CARMINE ST","28 CARMINE ST","28 CARMINE ST","28 CARMINE ST"
"3269",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3270",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3271",NA,"1725*","ST","1725* ST","1725* ST","1 725TH* ST","1 725TH* ST"
"3272",NA,"7","ST","7 ST","7 ST","7TH ST","7TH ST"
"3273",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"3274",NA,"3","ST","3 ST","3 ST","3RD ST","3RD ST"
"3275",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3276",NA,"1","ST","1 ST","1 ST","1ST ST","1ST ST"
"3277",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3278",NA,"7","ST","7 ST","7 ST","7TH ST","7TH ST"
"3279",NA,"1","ST","1 ST","1 ST","1ST ST","1ST ST"
"3280",NA,"3","ST","3 ST","3 ST","3RD ST","3RD ST"
"3281",571,"GOERCK","ST","571 GOERCK ST","571 GOERCK ST","571 GOERCK ST","571 GOERCK ST"
"3282",NA,"W 1G2 16","ST","W 1G2 16 ST","W 1G2 16 ST","W 1STG2 16 ST","W 1STG2 16 ST"
"3283",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3284",427,"BROOME","ST","427 BROOME ST","427 BROOME ST","427 BROOME ST","427 BROOME ST"
"3285",16,"DOWNING","ST","16 DOWNING ST","16 DOWNING ST","16 DOWNING ST","16 DOWNING ST"
"3286",NA,"","ST",NA,NA,NA,NA
"3287",135,"WASHINGTON","ST","135 WASHINGTON ST","135 WASHINGTON ST","135 WASHINGTON ST","135 WASHINGTON ST"
"3288",34,"DOWNING","ST","34 DOWNING ST","34 DOWNING ST","34 DOWNING ST","34 DOWNING ST"
"3289",NA,"2","ST","2 ST","2 ST","2ND ST","2ND ST"
"3290",NA,"7","ST","7 ST","7 ST","7TH ST","7TH ST"
"3291",NA,"4","ST","4 ST","4 ST","4TH ST","4TH ST"
"3292",34,"SUFFOLK","ST","34 SUFFOLK ST","34 SUFFOLK ST","34 SUFFOLK ST","34 SUFFOLK ST"
"3293",202,"W 15","ST","202 W 15 ST","202 W 15 ST","202 W 15TH ST","202 W 15TH ST"
"3294",NA,"2","ST","2 ST","2 ST","2ND ST","2ND ST"
"3295",NA,"16 & AVE. A","AVE","16 & AVE. A AVE","16 & AVE. A AVE","16TH & AVE. A AVE","16TH & AVE. A AVE"
"3296",NA,"AVE. A & TWELH","AVE","AVE. A & TWELH AVE","AVE. A & TWELH AVE","AVE. A & TWELH AVE","AVE. A & TWELH AVE"
"3297",29,"CATHARINE","ST","29 CATHARINE ST","29 CATHARINE ST","29 CATHARINE ST","29 CATHARINE ST"
"3298",282,"BOWERY","ST","282 BOWERY ST","282 BOWERY ST","282 BOWERY ST","282 BOWERY ST"
"3299",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3300",NA,"AVE B & E L3","AVE","AVE B & E L3 AVE","AVE B & E L3 AVE","AVE B & E L3RD AVE","AVE B & E L3RD AVE"
"3301",NA,"","ST",NA,NA,NA,NA
"3302",NA,"BROADWAY & W 27","AVE","BROADWAY & W 27 AVE","BROADWAY & W 27 AVE","BROADWAY & W 27TH AVE","BROADWAY & W 27TH AVE"
"3303",NA,"BROADWAY & W 27","AVE","BROADWAY & W 27 AVE","BROADWAY & W 27 AVE","BROADWAY & W 27TH AVE","BROADWAY & W 27TH AVE"
"3304",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3305",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3306",NA,"2","ST","2 ST","2 ST","2ND ST","2ND ST"
"3307",NA,"E 12 & AVE. A","AVE","E 12 & AVE. A AVE","E 12 & AVE. A AVE","E 12TH & AVE. A AVE","E 12TH & AVE. A AVE"
"3308",80,"MOORE","ST","80 MOORE ST","80 MOORE ST","80 MOORE ST","80 MOORE ST"
"3309",NA,"1J0 ORANGE","ST","1J0 ORANGE ST","1J0 ORANGE ST","1STJ0 ORANGE ST","1STJ0 ORANGE ST"
"3310",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"3311",84,"ORANGE","ST","84 ORANGE ST","84 ORANGE ST","84 ORANGE ST","84 ORANGE ST"
"3312",156,"4","ST","156 4 ST","156 4 ST","156 4TH ST","156 4TH ST"
"3313",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3314",NA,"CT","ST","CT ST","CT ST","CT ST","CT ST"
"3315",9,"FRANKFORT","ST","9 FRANKFORT ST","9 FRANKFORT ST","9 FRANKFORT ST","9 FRANKFORT ST"
"3316",NA,"W 30 & BROADWAY","AVE","W 30 & BROADWAY AVE","W 30 & BROADWAY AVE","W 30TH & BROADWAY AVE","W 30TH & BROADWAY AVE"
"3317",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3318",34,"SUIFOLK","ST","34 SUIFOLK ST","34 SUIFOLK ST","34 SUIFOLK ST","34 SUIFOLK ST"
"3319",NA,"6","ST","6 ST","6 ST","6TH ST","6TH ST"
"3320",NA,"1","ST","1 ST","1 ST","1ST ST","1ST ST"
"3321",NA,"1","ST","1 ST","1 ST","1ST ST","1ST ST"
"3322",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3323",NA,"W 29 & 1* 8","ST","W 29 & 1* 8 ST","W 29 & 1* 8 ST","W 29TH & 1* 8 ST","W 29TH & 1* 8 ST"
"3324",157,"(AND","ST","157 (AND ST","157 (AND ST","157 (AND ST","157 (AND ST"
"3325",NA,"E 17 & AVE A","AVE","E 17 & AVE A AVE","E 17 & AVE A AVE","E 17TH & AVE A AVE","E 17TH & AVE A AVE"
"3326",NA,"2","ST","2 ST","2 ST","2ND ST","2ND ST"
"3327",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3328",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3329",NA,"W 30 & BROADWAY","AVE","W 30 & BROADWAY AVE","W 30 & BROADWAY AVE","W 30TH & BROADWAY AVE","W 30TH & BROADWAY AVE"
"3330",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3331",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3332",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"3333",NA,"1","ST","1 ST","1 ST","1ST ST","1ST ST"
"3334",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3335",NA,"ALBANY & GREENWICH","ST","ALBANY & GREENWICH ST","ALBANY & GREENWICH ST","ALBANY & GREENWICH ST","ALBANY & GREENWICH ST"
"3336",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3337",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3338",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3339",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3340",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3341",NA,"REV & W 32","ST","REV & W 32 ST","REV & W 32 ST","REV & W 32ND ST","REV & W 32ND ST"
"3342",NA,"BROADWAY & W 30","AVE","BROADWAY & W 30 AVE","BROADWAY & W 30 AVE","BROADWAY & W 30TH AVE","BROADWAY & W 30TH AVE"
"3343",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3344",7,"8","ST","7 8 ST","7 8 ST","7 8TH ST","7 8TH ST"
"3345",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3346",NA,"AANDH","ST","AANDH ST","AANDH ST","AANDH ST","AANDH ST"
"3347",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3348",7,"8","ST","7 8 ST","7 8 ST","7 8TH ST","7 8TH ST"
"3349",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3350",23,"OLIVER","ST","23 OLIVER ST","23 OLIVER ST","23 OLIVER ST","23 OLIVER ST"
"3351",NA,"2","ST","2 ST","2 ST","2ND ST","2ND ST"
"3352",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3353",362,"362","ST","362 362 ST","362 362 ST","362 362ND ST","362 362ND ST"
"3354",149,"CHERRY","ST","149 CHERRY ST","149 CHERRY ST","149 CHERRY ST","149 CHERRY ST"
"3355",9,"W 29","ST","9 W 29 ST","9 W 29 ST","9 W 29TH ST","9 W 29TH ST"
"3356",74,"TWELH","ST","74 TWELH ST","74 TWELH ST","74 TWELH ST","74 TWELH ST"
"3357",90,"WATTS","ST","90 WATTS ST","90 WATTS ST","90 WATTS ST","90 WATTS ST"
"3358",12,"12","ST","12 12 ST","12 12 ST","12 12TH ST","12 12TH ST"
"3359",291,"W 17","ST","291 W 17 ST","291 W 17 ST","291 W 17TH ST","291 W 17TH ST"
"3360",NA,"11","ST","11 ST","11 ST","11TH ST","11TH ST"
"3361",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3362",84,"ALLEN","ST","84 ALLEN ST","84 ALLEN ST","84 ALLEN ST","84 ALLEN ST"
"3363",34,"VESTRY","ST","34 VESTRY ST","34 VESTRY ST","34 VESTRY ST","34 VESTRY ST"
"3364",NA,"MANGIN","ST","MANGIN ST","MANGIN ST","MANGIN ST","MANGIN ST"
"3365",23,"READE","ST","23 READE ST","23 READE ST","23 READE ST","23 READE ST"
"3366",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3367",NA,"7","ST","7 ST","7 ST","7TH ST","7TH ST"
"3368",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3369",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"3370",135,"WASHINGTON","ST","135 WASHINGTON ST","135 WASHINGTON ST","135 WASHINGTON ST","135 WASHINGTON ST"
"3371",NA,"11","ST","11 ST","11 ST","11TH ST","11TH ST"
"3372",NA,"1","ST","1 ST","1 ST","1ST ST","1ST ST"
"3373",135,"WASHINGTON","ST","135 WASHINGTON ST","135 WASHINGTON ST","135 WASHINGTON ST","135 WASHINGTON ST"
"3374",NA,"7","ST","7 ST","7 ST","7TH ST","7TH ST"
"3375",NA,"TL","ST","TL ST","TL ST","TL ST","TL ST"
"3376",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3377",8,"J. B.WAY","ST","8 J. B.WAY ST","8 J. B.WAY ST","8 J. B.WAY ST","8 J. B.WAY ST"
"3378",8,"CORTLANDT VESEY","ST","8 CORTLANDT VESEY ST","8 CORTLANDT VESEY ST","8 CORTLANDT VESEY ST","8 CORTLANDT VESEY ST"
"3379",41,"P H 9","ST","41 P H 9 ST","41 P H 9 ST","41 P H 9TH ST","41 P H 9TH ST"
"3380",NA,"BRUSHES,243 PEARL ,H TROY ,H 1N.Y.","ST","BRUSHES,243 PEARL ,H TROY ,H 1N.Y. ST","BRUSHES,243 PEARL ,H TROY ,H 1N.Y. ST","BRUSHES,243RD PEARL ,H TROY ,H 1N.Y. ST","BRUSHES,243RD PEARL ,H TROY ,H 1N.Y. ST"
"3381",463,"TWELH","ST","463 TWELH ST","463 TWELH ST","463 TWELH ST","463 TWELH ST"
"3382",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3383",NA,"3","ST","3 ST","3 ST","3RD ST","3RD ST"
"3384",3,"G.WICH","ST","3 G.WICH ST","3 G.WICH ST","3 G.WICH ST","3 G.WICH ST"
"3385",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3386",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3387",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3388",157,"AVE 2","AVE","157 AVE 2 AVE","ONE HUNDRED FIFTY-SEVEN AVE 2 AVE","157 AVE 2ND AVE","ONE HUNDRED FIFTY-SEVEN AVE 2ND AVE"
"3389",353,"6","ST","353 6 ST","353 6 ST","353 6TH ST","353 6TH ST"
"3390",0,"0","ST","0 0 ST","0 0 ST","0 0TH ST","0 0TH ST"
"3391",NA,"W ASHINGTON","ST","W ASHINGTON ST","W ASHINGTON ST","W ASHINGTON ST","W ASHINGTON ST"
"3392",32,"CATHARINE","ST","32 CATHARINE ST","32 CATHARINE ST","32 CATHARINE ST","32 CATHARINE ST"
"3393",NA,"2","ST","2 ST","2 ST","2ND ST","2ND ST"
"3394",120,"WALKER","ST","120 WALKER ST","120 WALKER ST","120 WALKER ST","120 WALKER ST"
"3395",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3396",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3397",NA,"","ST",NA,NA,NA,NA
"3398",NA,"7","ST","7 ST","7 ST","7TH ST","7TH ST"
"3399",NA,"6","ST","6 ST","6 ST","6TH ST","6TH ST"
"3400",8,"GREEN","ST","8 GREEN ST","8 GREEN ST","8 GREEN ST","8 GREEN ST"
"3401",761,"B.WAY","ST","761 B.WAY ST","761 B.WAY ST","761 B.WAY ST","761 B.WAY ST"
"3402",269,"MONROE","ST","269 MONROE ST","269 MONROE ST","269 MONROE ST","269 MONROE ST"
"3403",NA,"11","ST","11 ST","11 ST","11TH ST","11TH ST"
"3404",57,"AMITY","ST","57 AMITY ST","57 AMITY ST","57 AMITY ST","57 AMITY ST"
"3405",430,"AND 334 HUDSON","ST","430 AND 334 HUDSON ST","430 AND 334 HUDSON ST","430 AND 334TH HUDSON ST","430 AND 334TH HUDSON ST"
"3406",NA,"6","ST","6 ST","6 ST","6TH ST","6TH ST"
"3407",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3408",NA,"W 40 & AVE 11","AVE","W 40 & AVE 11 AVE","W 40 & AVE 11 AVE","W 40TH & AVE 11 AVE","W 40TH & AVE 11 AVE"
"3409",8,"WASHINGTON SQ","ST","8 WASHINGTON SQ ST","8 WASHINGTON SQ ST","8 WASHINGTON SQ ST","8 WASHINGTON SQ ST"
"3410",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3411",NA,"AVE. C & 10","AVE","AVE. C & 10 AVE","AVE. C & 10 AVE","AVE. C & 10TH AVE","AVE. C & 10TH AVE"
"3412",111,"MULBERRY","ST","111 MULBERRY ST","111 MULBERRY ST","111 MULBERRY ST","111 MULBERRY ST"
"3413",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3414",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3415",NA,"DRY DOCK & 10","ST","DRY DOCK & 10 ST","DRY DOCK & 10 ST","DRY DOCK & 10TH ST","DRY DOCK & 10TH ST"
"3416",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"3417",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"3418",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3419",NA,"6","ST","6 ST","6 ST","6TH ST","6TH ST"
"3420",NA,"1","ST","1 ST","1 ST","1ST ST","1ST ST"
"3421",NA,"HANOVER","ST","HANOVER ST","HANOVER ST","HANOVER ST","HANOVER ST"
"3422",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3423",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"3424",153,"GRAND","ST","153 GRAND ST","153 GRAND ST","153 GRAND ST","153 GRAND ST"
"3425",53,"MADISON","ST","53 MADISON ST","53 MADISON ST","53 MADISON ST","53 MADISON ST"
"3426",NA,"36O","ST","36O ST","36O ST","36THO ST","36THO ST"
"3427",NA,"1","ST","1 ST","1 ST","1ST ST","1ST ST"
"3428",NA,"3","ST","3 ST","3 ST","3RD ST","3RD ST"
"3429",375,"10","ST","375 10 ST","375 10 ST","375 10TH ST","375 10TH ST"
"3430",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3431",271,"MONROE","ST","271 MONROE ST","271 MONROE ST","271 MONROE ST","271 MONROE ST"
"3432",NA,"7","ST","7 ST","7 ST","7TH ST","7TH ST"
"3433",NA,"E R 29 & LEXTON AVE","AVE","E R 29 & LEXTON AVE","E R 29 & LEXTON AVE","E R 29TH & LEXTON AVE","E R 29TH & LEXTON AVE"
"3434",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3435",NA,"MAITLAND S ELIZA OF ROBERT AVE & 13","AVE","MAITLAND S ELIZA OF ROBERT AVE & 13 AVE","MAITLAND S ELIZA OF ROBERT AVE & 13 AVE","MAITLAND S ELIZA OF ROBERT AVE & 13TH AVE","MAITLAND S ELIZA OF ROBERT AVE & 13TH AVE"
"3436",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3437",549,"BROADWAY","AVE","549 BROADWAY AVE","FIVE HUNDRED FORTY-NINE BROADWAY AVE","549 BROADWAY AVE","FIVE HUNDRED FORTY-NINE BROADWAY AVE"
"3438",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3439",7,"8","ST","7 8 ST","7 8 ST","7 8TH ST","7 8TH ST"
"3440",NA,"2","ST","2 ST","2 ST","2ND ST","2ND ST"
"3441",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3442",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3443",NA,"2","ST","2 ST","2 ST","2ND ST","2ND ST"
"3444",130,"GREENWICH AVE","AVE","130 GREENWICH AVE","ONE HUNDRED THIRTY GREENWICH AVE","130 GREENWICH AVE","ONE HUNDRED THIRTY GREENWICH AVE"
"3445",135,"PERRY","ST","135 PERRY ST","135 PERRY ST","135 PERRY ST","135 PERRY ST"
"3446",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3447",NA,"7","ST","7 ST","7 ST","7TH ST","7TH ST"
"3448",NA,"E 19 & BROADWAY","AVE","E 19 & BROADWAY AVE","E 19 & BROADWAY AVE","E 19TH & BROADWAY AVE","E 19TH & BROADWAY AVE"
"3449",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3450",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"3451",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"3452",NA,"406BROADWAY","AVE","406BROADWAY AVE","406BROADWAY AVE","406THBROADWAY AVE","406THBROADWAY AVE"
"3453",110,"CHRYSTIE","ST","110 CHRYSTIE ST","110 CHRYSTIE ST","110 CHRYSTIE ST","110 CHRYSTIE ST"
"3454",63,"CLARKSON","ST","63 CLARKSON ST","63 CLARKSON ST","63 CLARKSON ST","63 CLARKSON ST"
"3455",113,"PEARL","ST","113 PEARL ST","113 PEARL ST","113 PEARL ST","113 PEARL ST"
"3456",68,"WALL","ST","68 WALL ST","68 WALL ST","68 WALL ST","68 WALL ST"
"3457",38,"6","ST","38 6 ST","38 6 ST","38 6TH ST","38 6TH ST"
"3458",NA,"2","ST","2 ST","2 ST","2ND ST","2ND ST"
"3459",172,"CHERRY","ST","172 CHERRY ST","172 CHERRY ST","172 CHERRY ST","172 CHERRY ST"
"3460",NA,".JERSEY & nan","ST",".JERSEY & NAN ST",".JERSEY & NAN ST",".JERSEY & NAN ST",".JERSEY & NAN ST"
"3461",13,"MURRAY","ST","13 MURRAY ST","13 MURRAY ST","13 MURRAY ST","13 MURRAY ST"
"3462",1,"WATER","ST","1 WATER ST","1 WATER ST","1 WATER ST","1 WATER ST"
"3463",383,"GRAND","ST","383 GRAND ST","383 GRAND ST","383 GRAND ST","383 GRAND ST"
"3464",90,"CANAL","ST","90 CANAL ST","90 CANAL ST","90 CANAL ST","90 CANAL ST"
"3465",NA,"AVE. B. & TWELH","AVE","AVE. B. & TWELH AVE","AVE. B. & TWELH AVE","AVE. B. & TWELH AVE","AVE. B. & TWELH AVE"
"3466",NA,"7","ST","7 ST","7 ST","7TH ST","7TH ST"
"3467",9,"W 30","ST","9 W 30 ST","9 W 30 ST","9 W 30TH ST","9 W 30TH ST"
"3468",NA," W 23","ST","W 23 ST","W 23 ST","W 23RD ST","W 23RD ST"
"3469",NA,"2","ST","2 ST","2 ST","2ND ST","2ND ST"
"3470",445,"PEARL","ST","445 PEARL ST","445 PEARL ST","445 PEARL ST","445 PEARL ST"
"3471",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3472",167,"CHRYSTIE","ST","167 CHRYSTIE ST","167 CHRYSTIE ST","167 CHRYSTIE ST","167 CHRYSTIE ST"
"3473",NA,"5","ST","5 ST","5 ST","5TH ST","5TH ST"
"3474",142,"DIVISION","ST","142 DIVISION ST","142 DIVISION ST","142 DIVISION ST","142 DIVISION ST"
"3475",93,"AND 97 BOWERY","ST","93 AND 97 BOWERY ST","93 AND 97 BOWERY ST","93 AND 97TH BOWERY ST","93 AND 97TH BOWERY ST"
"3476",78,"CEDAR , JUDSONS","ST","78 CEDAR , JUDSONS ST","78 CEDAR , JUDSONS ST","78 CEDAR , JUDSONS ST","78 CEDAR , JUDSONS ST"
"3477",93,"AND 97 BOWERY","ST","93 AND 97 BOWERY ST","93 AND 97 BOWERY ST","93 AND 97TH BOWERY ST","93 AND 97TH BOWERY ST"
"3478",239,"ELIZABETH","ST","239 ELIZABETH ST","239 ELIZABETH ST","239 ELIZABETH ST","239 ELIZABETH ST"
"3479",NA,"2","ST","2 ST","2 ST","2ND ST","2ND ST"
"3480",93,"AND 97 BOWERY","ST","93 AND 97 BOWERY ST","93 AND 97 BOWERY ST","93 AND 97TH BOWERY ST","93 AND 97TH BOWERY ST"
"3481",1116,"E 1 LLTH","ST","1116 E 1 LLTH ST","1116 E 1 LLTH ST","1116 E 1ST LLTH ST","1116 E 1ST LLTH ST"
"3482",NA,"AVE B & E 13","AVE","AVE B & E 13 AVE","AVE B & E 13 AVE","AVE B & E 13TH AVE","AVE B & E 13TH AVE"
"3483",235,"TWELH","ST","235 TWELH ST","235 TWELH ST","235 TWELH ST","235 TWELH ST"
"3484",65,"MACDOUGAL","ST","65 MACDOUGAL ST","65 MACDOUGAL ST","65 MACDOUGAL ST","65 MACDOUGAL ST"
"3485",NA,"E 24 & AVE.,I","AVE","E 24 & AVE.,I AVE","E 24 & AVE.,I AVE","E 24TH & AVE.,I AVE","E 24TH & AVE.,I AVE"
"3486",391,"REMOVE TO 481 BROADWAY 1 SEPTEMBER.","AVE","391 REMOVE TO 481 BROADWAY 1 SEPTEMBER. AVE","THREE HUNDRED NINETY-ONE REMOVE TO 481 BROADWAY 1 SEPTEMBER. AVE","391 REMOVE TO 481ST BROADWAY 1 SEPTEMBER. AVE","THREE HUNDRED NINETY-ONE REMOVE TO 481ST BROADWAY 1 SEPTEMBER. AVE"
"3487",NA,"46","ST","46 ST","46 ST","46TH ST","46TH ST"
"3488",21,"AVE A","AVE","21 AVE A AVE","TWENTY-ONE AVE A AVE","21 AVE A AVE","TWENTY-ONE AVE A AVE"
"3489",1,"2","ST","1 2 ST","1 2 ST","1 2ND ST","1 2ND ST"
"3490",167,"READE","ST","167 READE ST","167 READE ST","167 READE ST","167 READE ST"
"3491",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"3492",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"3493",NA,"11","ST","11 ST","11 ST","11TH ST","11TH ST"
"3494",NA,"1","ST","1 ST","1 ST","1ST ST","1ST ST"
"3495",NA,"MAIDEN LN","LN","MAIDEN LN","MAIDEN LN","MAIDEN LN","MAIDEN LN"
"3496",37,"37","ST","37 37 ST","37 37 ST","37 37TH ST","37 37TH ST"
"3497",NA,"MAIDEN LN","LN","MAIDEN LN","MAIDEN LN","MAIDEN LN","MAIDEN LN"
"3498",38,"SCAMMEL","ST","38 SCAMMEL ST","38 SCAMMEL ST","38 SCAMMEL ST","38 SCAMMEL ST"
"3499",38,"SCAMMEL","ST","38 SCAMMEL ST","38 SCAMMEL ST","38 SCAMMEL ST","38 SCAMMEL ST"
"3500",85,"THOMPSON","ST","85 THOMPSON ST","85 THOMPSON ST","85 THOMPSON ST","85 THOMPSON ST"
"3501",308,"GRAND","ST","308 GRAND ST","308 GRAND ST","308 GRAND ST","308 GRAND ST"
"3502",174,"ALLEN","ST","174 ALLEN ST","174 ALLEN ST","174 ALLEN ST","174 ALLEN ST"
"3503",NA,"RECEIVED TWICE THE HIGHEST PREMIUM AT FRANKLIN INSTITUTE  , PHILADELPHIA","ST","RECEIVED TWICE THE HIGHEST PREMIUM AT FRANKLIN INSTITUTE  , PHILADELPHIA ST","RECEIVED TWICE THE HIGHEST PREMIUM AT FRANKLIN INSTITUTE  , PHILADELPHIA ST","RECEIVED TWICE THE HIGHEST PREMIUM AT FRANKLIN INSTITUTE  , PHILADELPHIA ST","RECEIVED TWICE THE HIGHEST PREMIUM AT FRANKLIN INSTITUTE  , PHILADELPHIA ST"
"3504",413,"BROOME","ST","413 BROOME ST","413 BROOME ST","413 BROOME ST","413 BROOME ST"
"3505",112,"WILLIAM , PATONS","ST","112 WILLIAM , PATONS ST","112 WILLIAM , PATONS ST","112 WILLIAM , PATONS ST","112 WILLIAM , PATONS ST"
"3506",236,"W 16","ST","236 W 16 ST","236 W 16 ST","236 W 16TH ST","236 W 16TH ST"
"3507",NA,"2","ST","2 ST","2 ST","2ND ST","2ND ST"
"3508",64,"CARMINE","ST","64 CARMINE ST","64 CARMINE ST","64 CARMINE ST","64 CARMINE ST"
"3509",150,"GREENWICH AVE","AVE","150 GREENWICH AVE","ONE HUNDRED FIFTY GREENWICH AVE","150 GREENWICH AVE","ONE HUNDRED FIFTY GREENWICH AVE"
"3510",474,"BROADWAY","AVE","474 BROADWAY AVE","FOUR HUNDRED SEVENTY-FOUR BROADWAY AVE","474 BROADWAY AVE","FOUR HUNDRED SEVENTY-FOUR BROADWAY AVE"
"3511",9,"W 25","ST","9 W 25 ST","9 W 25 ST","9 W 25TH ST","9 W 25TH ST"
"3512",2,"MONROE","ST","2 MONROE ST","2 MONROE ST","2 MONROE ST","2 MONROE ST"
"3513",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"3514",NA,"W 30 & BROADWAY","AVE","W 30 & BROADWAY AVE","W 30 & BROADWAY AVE","W 30TH & BROADWAY AVE","W 30TH & BROADWAY AVE"
"3515",110,"3","ST","110 3 ST","110 3 ST","110 3RD ST","110 3RD ST"
"3516",22,"ELDRIDGE","ST","22 ELDRIDGE ST","22 ELDRIDGE ST","22 ELDRIDGE ST","22 ELDRIDGE ST"
"3517",125,"DELANCEY","ST","125 DELANCEY ST","125 DELANCEY ST","125 DELANCEY ST","125 DELANCEY ST"
"3518",NA,"MAS","ST","MAS ST","MAS ST","MAS ST","MAS ST"
"3519",NA,"SBURG","ST","SBURG ST","SBURG ST","SBURG ST","SBURG ST"
