,hn_1,best_match
38787,74.0,CATHARINE 74 CATHARINE
38788,7.0,FRANKLIN
38789,334.0,AVE 3
38790,69.0,WILLIAM
38791,135.0,AMITY
38792,33.0,PITT
38793,187.0,STANTON
38794,93.0,RIDGE
38795,206.0,HOUSTON
38796,93.0,MADISON
38797,91.0,HESTER
38798,40.0,ANTHONY
38799,,S BARNUM
38800,200.0,MADISON
38801,41.0,1
38802,68.0,LEWIS
38803,173.0,READE
38804,647.0,WATER
38805,127.0,CANNON
38806,146.0,HUDSON AVE
38807,,MORRISANIA
38808,111.0,CHRYSTIE
38809,,E 33D & LEXINGTON AVE
38810,109.0,CHARLTON
38811,181.0,MOTT
38812,545.0,BROADWAY
38813,665.0,WATER
38814,334.0,HOUSTON
38815,,FOOT 64 & R
38816,240.0,RIVINGTON
38817,,E 28 & AVE 3
38818,382.0,AVE 6
38819,9.0,WAVERLEY PL
38820,95.0,HAMERSLEY
38821,137.0,SUFFOLK
38822,85.0,CHRISTOPHER
38823,,FOOT 54 & R
38824,174.0,W 15
38825,151.0,GOERCK
38826,204.0,W 15
38827,248.0,AVE 3
38828,,W 25 & AVE 10
38829,224.0,AVE 8
38830,96.0,BARROW
38831,665.0,WATER
38832,83.0,
38833,10.0,AND 11 H
38834,181.0,MADISON
38835,,FOOT 54 & R
38836,,MOTT
38837,39.0,ELIZABETH
38838,,W 25 & AVE 10
38839,470.0,G WICH
38840,118.0,LAURENS
38841,,MORRISANIA
38842,,54 & R
38843,,E 27 & AVE 2
38844,384.0,HOUSTON
38845,19.0,VANDAM
38846,,E 14 & AVE 2
38847,114.0,ESSEX
38848,146.0,AVE 8
38849,82.0,ALLEN
38850,120.0,E 27
38851,218.0,BROOME
38852,230.0,W 24
38853,2.0,NASSAY XR
38854,34.0,NORTH MOORE
38855,,BROOKLYN
38856,60.0,FULTON
38857,117.0,AMOS
38858,117.0,AMOS
38859,380.0,9
38860,1.0,DEPAU ROW BLEECKER
38861,234.0,HOUSTON
38862,230.0,RIVINGTON
38863,470.0,G WICH
38864,,WESTCHESTER
38865,47.0,CHRISTOPHER
38866,104.0,AVE 8
38867,121.0,SHERIFF
38868,95.0,E BROADWAY
38869,56.0,BROAD
38870,71.0,NORFOLK
38871,60.0,READE
38872,2.0,NASSAU
38873,10.0,AND 11
38874,11.0,WALL
38875,,WASHINGTON MARKET
38876,50.0,FULTON MARKET
38877,56.0,BROAD
38878,60.0,LISPENARD
38879,,CANADA
38880,104.0,JOHN
38881,9.0,AVE B
38882,176.0,3
38883,526.0,GRAND
38884,448.0,HUDSON
38885,26.0,READE
38886,165.0,W LITH
38887,70.0,BOWERY
38888,164.0,W AND 21
38889,,W 23D & AVE 8
38890,400.0,BROADWAY
38891,,BROOKLYN
38892,282.0,MADISON
38893,48.0,UNIVERSITY PL
38894,9.0,S MARK PL
38895,47.0,HENRY
38896,39.0,DOMINICK
38897,182.0,ESSEX
38898,43.0,CATHARINE
38899,61.0,RUTGERS
38900,93.0,MOTT MOUNT E JOSEPH 359 PEARL H 53 SUFFOLK
38901,10.0,LAIGHT
38902,227.0,E BROADWAY
38903,18.0,DO
38904,499.0,WASHINGTON
38905,,GRAND
38906,,JERSEY CITY
38907,53.0,SUFFOLK
38908,,JERSEY CITY
38909,49.0,OAK
38910,72.0,CANNON
38911,53.0,MERCER
38912,,JERSEY CITY
38913,234.0,AVE 8
38914,123.0,AVE 4
38915,47.0,HENRY
38916,47.0,HENRY
38917,11.0,ELIZABETH
38918,291.0,6
38919,7.0,MINETTA
38920,359.0,PEARL
38921,236.0,SULLIVAN
38922,26.0,SACKETT BKLYN
38923,,W QIST & AVE 7
38924,81.0,ORCHARD
38925,64.0,E 27
38926,218.0,WALKER
38927,69.0,CENTRE
38928,42.0,W 13
38929,44.0,CANNON
38930,,W 23D & ALY 7
38931,142.0,CANAL
38932,73.0,NORTH MOORE
38933,2.0,THOMPSN
38934,73.0,NORTH AND MOORE
38935,73.0,NORTH MOORE
38936,350.0,BLEECKER
38937,,E 26 & AVE 2
38938,58.0,WARREN
38939,43.0,NORTH MOORE
38940,123.0,HUDSON
38941,600.0,GRAND
38942,91.0,WALL ASTOR
38943,91.0,WALL
38944,,130WHITE
38945,,E 25 & AVE 4
38946,176.0,BROADWAY
38947,178.0,LAURENS
38948,175.0,ALY A
38949,66.0,RIDGE
38950,695.0,4
38951,486.0,HOUSTON
38952,,SACKETT & CLINTON BROOKLYN
38953,570.0,4
38954,385.0,AVE 6
38955,339.0,AVE 6
38956,,BROOKLYN
38957,471.0,WASHINGTON
38958,741.0,WASHINGTON
38959,741.0,WASHINGTON
38960,,W 29 & AVE 7
38961,80.0,COLUMBIA
38962,166.0,WASHINGTON
38963,148.0,AVE 6
38964,338.0,W 24
38965,68.0,AVE D
38966,220.0,3
38967,79.0,CHATHAM
38968,130.0,FORSYTH
38969,63.0,AVE A
38970,57.0,CANNON
38971,67.0,AVE A
38972,29.0,AVE A
38973,244.0,5
38974,93.0,AVE A
38975,13.0,AVE B
38976,210.0,W 26
38977,243.0,RIVINGTON
38978,250.0,HOUSTON
38979,242.0,CANAL
38980,,W 20 & ALY 6
38981,13.0,SPRIN
38982,71.0,71 GRAND WOOSTER & TAN
38983,,E 13 & AVE B
38984,231.0,DIVISION HB 93
38985,,
38986,41.0,AVE A
38987,380.0,WASHINGTON INGTON
38988,299.0,RIY INGTON
38989,148.0,HOUSTON
38990,192.0,VARICK
38991,27.0,VESTRY PEARL MN MERCHANT 125
38992,,COMMISSIO
38993,125.0,
38994,4.0,AB INGTON 4
38995,107.0,MONROE WAS AVE P 9N
38996,175.0,W 20T
38997,,AVE 9N
38998,107.0,MONROE
38999,68.0,TRINITY PL 144 ALY T
39000,101.0,WILLETT
39001,286.0,WEST
39002,,
39003,41.0,CORTLANDT
39004,220.0,W 25
39005,84.0,HAMERSLEY
39006,128.0,ESSEX
39007,363.0,CHERRY
39008,269.0,W 269 25 & ALY 10
39009,365.0,PEARL
39010,384.0,10
39011,398.0,8
39012,4.0,WILLIAM
39013,,WE 30 & AVE 6
39014,335.0,CHERRY
39015,206.0,7
39016,15.0,CITY HALL PL
39017,306.0,9
39018,119.0,TROY
39019,643.0,HUDSON
39020,22.0,HOWARD
39021,109.0,NORFOLK
39022,143.0,W 17
39023,254.0,AVE 7
39024,20.0,NASSAU
39025,,W 26 & AVE 10
39026,96.0,AVE 2
39027,20.0,CHRISTOPHER
39028,,NEW JERSEY
39029,302.0,PEARL
39030,103.0,ALY D
39031,9.0,E 13
39032,773.0,WASHINGTON
39033,92.0,CROSBY
39034,225.0,E 13
39035,602.0,HOUSTON
39036,11.0,JERSEY
39037,419.0,GREENWICH
39038,20.0,AVE B
39039,125.0,WILLETT
39040,354.0,HUDSON
39041,63.0,W 2IST
39042,34.0,CITY HALL PL
39043,86.0,OLIVER
39044,60.0,AVE 9
39045,310.0,AVE 8
39046,92.0,ORANGE
39047,209.0,W 21
39048,133.0,LEROY
39049,2354.0,DIVISION
39050,50.0,BANK
39051,106.0,LEROY
39052,5.0,HESTER
39053,102.0,WASHINGTON
39054,139.0,CLINTON
39055,88.0,AVE 6
39056,173.0,ELDRIDGE
39057,64.0,AVE B
39058,,E 32D & AVE 4
39059,70.0,CHARLES
39060,108.0,ANTHONY 100 ROOSEVELT
39061,366.0,10
39062,95.0,JOHN
39063,51.0,5
39064,152.0,LEROY
39065,36.0,CITY HALL PL
39066,16.0,W 14
39067,245.0,AVE 3
39068,469.0,WASHINGTON
39069,,S FRENCH
39070,137.0,LAURENS
39071,,12 & AVE 1
39072,336.0,BROOME
39073,390.0,BOWERY
39074,3.0,E 38
39075,248.0,2
39076,182.0,ELIZAETH
39077,59.0,VESEY
39078,45.0,HARRISON
39079,1.0,AVE 1 & E 20
39080,136.0,2
39081,,3
39082,244.0,TWELITH
39083,271.0,STANTON
39084,221.0,MADISON
39085,212.0,MOTT
39086,,W 42D & AVE 8
39087,48.0,MOTT
39088,567.0,GREENWICH
39089,54.0,ANTHONY
39090,59.0,BAYARD
39091,212.0,CHERRY
39092,140.0,W 28
39093,16.0,6
39094,21.0,OLIVER
39095,66.0,AVE D
39096,70.0,CHARLES
39097,324.0,8
39098,,AVE E 4N 39
39099,11.0,
39100,564.0,4
39101,135.0,MAIDEN LN
39102,60.0,S MARK PL
39103,283.0,2
39104,260.0,DELANCEY
39105,317.0,W 17
39106,566.0,4
39107,3.0,RECTOR
39108,170.0,2
39109,,W LITH & AVE 6
39110,,
39111,5.0,BALTIC BROVKLYN
39112,,
39113,46.0,AVE B
39114,70.0,NORFOLK
39115,22.0,BEDFORD
39116,32.0,DOWNING
39117,43.0,GREENWICH
39118,313.0,HOUSTON
39119,100.0,ROOSEVELT
39120,74.0,ANN
39121,11.0,AVE B
39122,,W 32D & AVE 9
39123,328.0,6
39124,64.0,W WASHINGTON PL
39125,32.0,FRANKFORT
39126,556.0,BROADWAY
39127,189.0,DIVISION
39128,189.0,DIVISION
39129,150.0,3
39130,,MONROE & MARKET
39131,156.0,2
39132,41.0,CROSS 41 CROSS
39133,58.0,JANE
39134,203.0,CENTRE
39135,169.0,3
39136,244.0,DIVISION
39137,212.0,W 16
39138,700.0,WATER
39139,44.0,ATTORNEY
39140,8.0,GOERCK
39141,550.0,4
39142,160.0,2
39143,29.0,AVE A
39144,48.0,AVE A
39145,26.0,
39146,220.0,5
39147,287.0,W 16
39148,22.0,S WILLIAM
39149,116.0,LEWIS
39150,158.0,SUFFOLK
39151,,DEAN & POWERS BROOKLYN
39152,192.0,VARICK
39153,196.0,FORSYTH
39154,139.0,3
39155,12.0,AVE A
39156,685.0,WASHINGTON 685 WASHINGTON
39157,128.0,LIBERTY
39158,44.0,ROOSEVELT
39159,237.0,RIVINGTON
39160,41.0,CROSS
39161,233.0,AND DIVISION
39162,186.0,AVE B
39163,206.0,E 13
39164,2.0,DRY DOCK
39165,71.0,CANNON
39166,325.0,8
39167,131.0,W 16
39168,13.0,FORSYTH
39169,125.0,GRAND
39170,,W 28 & AVE 11
39171,322.0,AVE 8
39172,91.0,W 17
39173,45.0,WALKER
39174,97.0,AVE A
39175,19.0,MONROE
39176,157.0,AVE 6
39177,,W 25 & AVE 8
39178,133.0,GOERCK
39179,339.0,AVE 3
39180,201.0,7
39181,,22D & AVE 8 HR W 229 IST
39182,278.0,W 17
39183,367.0,PEARL
39184,80.0,KING
39185,49.0,2
39186,171.0,LEWIS
39187,,W 29 & AVE 8
39188,110.0,RIDGE
39189,381.0,AVE 3
39190,180.0,ELIZABETH
39191,677.0,WATER
39192,,W 30 & ALY 8
39193,188.0,AVE B
39194,157.0,AVE 6
39195,7.0,AND 8
39196,120.0,E 30
39197,9.0,AVE 9 & W 31
39198,366.0,PEARL
39199,115.0,CEDAR
39200,297.0,W 17
39201,168.0,ELIZABETH
39202,187.0,AVE A
39203,,ASTORIA
39204,45.0,WALKER
39205,,E 26
39206,162.0,GRAND
39207,1318.0,3 WILLIAMSBURG
39208,179.0,E 11
39209,13.0,ROSE
39210,117.0,WASHINGTON
39211,15.0,WARREN
39212,113.0,STANTON
39213,44.0,MAIDEN LN
39214,15.0,WARREN
39215,6.0,AVE 6 & W 39
39216,240.0,CHERRY
39217,181.0,AND ALLEN
39218,326.0,HENRY
39219,240.0,WALKER
39220,646.0,HUDSON
39221,16.0,E 26
39222,13.0,CHERRY
39223,323.0,AVE 8
39224,208.0,CENTRE
39225,1574.0,GREENWICH
39226,428.0,CHERRY
39227,91.0,ESSEX
39228,6.0,SOUTH
39229,6.0,SOUTH
39230,20.0,MULBERRY
39231,110.0,BROADWAY
39232,,NEW JERSEY
39233,128.0,ESSEX
39234,153.0,W 25
39235,,E 33D & AVE 3
39236,57.0,CENTRE
39237,38.0,RIDGE
39238,,W 18 & AVE 6
39239,20.0,MULBERRY
39240,33.0,GOERCK
39241,65.0,MULBERRY
39242,421.0,GREENWICH
39243,,W 32D & AVE 9
39244,2694.0,MONROE
39245,,E 24 & ALY 2
39246,194.0,GREENE
39247,252.0,DELANCEY
39248,36.0,
39249,124.0,ANTHONY
39250,,AVE W 8C 26
39251,,W 32D & AVE 9
39252,231.0,ELIZABETH
39253,,W 27 & AVE 7
39254,25.0,OLIVER
39255,4.0,AND 5
39256,5.0,AVE 8
39257,83.0,7
39258,226.0,MULBERRY
39259,56.0,BROADWAY
39260,17.0,BLEECKER
39261,24.0,JACKSON
39262,9.0,NASSAU
39263,29.0,NORFOLK
39264,230.0,HENRY
39265,302.0,RIVINGTON
39266,319.0,9
39267,212.0,BROOME
39268,13.0,SPRING
39269,30.0,BARCLAY
39270,38.0,AVE A
39271,324.0,BROOME
39272,125.0,CHRYSTIE
39273,199.0,2
39274,212.0,BROOME
39275,74.0,AVE B
39276,52.0,CROSBY
39277,42.0,CENTRE
39278,230.0,MOTT
39279,105.0,LEWIS
39280,309.0,AVE 3
39281,230.0,MOTT
39282,211.0,CANAL
39283,211.0,ANA
39284,28.0,AVE B
39285,289.0,BLEECKER
39286,105.0,ELDRIDGE
39287,250.0,BLEECKER
39288,124.0,BARROW GREENWICH 425
39289,,C I
39290,425.0,
39291,124.0,BARROW
39292,124.0,ALY C
39293,308.0,8
39294,71.0,HAMERSLEY
39295,50.0,COLUMBIA
39296,499.0,HUDSON
39297,6.0,PRINCE
39298,,E 29 & AVE 3
39299,68.0,PACIFIC
39300,90.0,WALL
39301,85.0,MULBERRY
39302,146.0,AVE 6
39303,115.0,LEWIS
39304,83.0,SUFFOLK
39305,91.0,S MARK PL
39306,,WESTCHESTER
39307,503.0,BROADWAY
39308,97.0,W 16
39309,29.0,CARMINE
39310,19.0,W L5
39311,128.0,FULTON
39312,165.0,W 14
39313,165.0,W 14
39314,528.0,WEST
39315,156.0,SULLIVAN
39316,4.0,
39317,,
39318,1.0,WALL
39319,229.0,10
39320,200.0,MOTT
39321,61.0,FRONT
39322,59.0,WATER 65 AMLTY
39323,244.0,W 24
39324,40.0,LEXINGTON AVE
39325,125.0,ORCHARD
39326,,
39327,,BKLYN
39328,,BROOKLYN
39329,78.0,KING
39330,68.0,BROADWAY BH EUROPE
39331,233.0,WASHINGTON
39332,29.0,BROAD
39333,176.0,CHAMBERS
39334,68.0,BROADWAY
39335,,NEW JERSEY
39336,115.0,BEEKMAN BH
39337,,BROOKLYN
39338,39.0,PINE
39339,30.0,PELL
39340,254.0,5
39341,151.0,CLINTON
39342,,NEW HAVEN H
39343,1224.0,FULTON 79 WHITE 6
39344,,W 93D & AVE
39345,184.0,HOUSTON
39346,508.0,HUDSON
39347,114.0,WALL W 69 13
39348,,WEEHAWK
39349,17.0,THOMAS
39350,126.0,W 19
39351,47.0,ESSEX
39352,384.0,10116 WALL
39353,,W 32D & AVE
39354,10.0,BEEK
39355,117.0,SOUTH BH 17 PITT MAN
39356,116.0,BARROW
39357,20.0,MADISON
39358,,E 212 AYV 3
39359,,
39360,367.0,MUR
39361,83.0,ORANGE
39362,85.0,CHARLTON
39363,84.0,W 18
39364,63.0,GOLD
39365,383.0,6
39366,221.0,E 13
39367,,
39368,643.0,WASHINGTON
39369,183.0,LAURENS
39370,34.0,FRANKFORT
39371,77.0,GREENWICH AVE
39372,27.0,MORRIS
39373,462.0,WATER
39374,52.0,MACDOUGAL
39375,73.0,NASSAU
39376,4.0,
39377,34.0,CITY HALL PL
39378,147.0,W 15
39379,78.0,PIKE
39380,198.0,DELANCEY
39381,131.0,GREENE
39382,,AVE AC 10
39383,10.0,ANTHONY
39384,1.0,AND 13
39385,135.0,CLINTON
39386,252.0,EB
39387,274.0,9
39388,274.0,9
39389,123.0,CROSBY
39390,99.0,BOWERY
39391,285.0,HOUSTON
39392,158.0,BROOME
39393,27.0,FRANK FORT
39394,89.0,COLUMBIA
39395,61.0,
39396,102.0,LUDLOW
39397,450.0,WASHGTN
39398,233.0,AVE 3
39399,10.0,HAMILTON
39400,145.0,LAURENS
39401,158.0,CENTRE
39402,518.0,GREENWICH
39403,231.0,THOMPSON
39404,287.0,6
39405,200.0,7
39406,10.0,
39407,5.0,GOERCK
39408,70.0,HAMERSLEY
39409,63.0,CHRYSTIE
39410,265.0,2
39411,67.0,E 15
39412,27.0,COLUMBIA
39413,452.0,12
39414,55.0,CHERRY J BROADWAY
39415,653.0,HOUSTON AND MURPHY JAMES 97 WILLETT
39416,79.0,CEDAR
39417,81.0,BEEKMAN MURPHY JANE 73 MANGIN
39418,189.0,7
39419,29.0,AVE 6 MURPHY JEREMIAH W 223 26
39420,29.0,AVE 6
39421,224.0,SPRING AND MURPHY JOHN 12 LEWIS
39422,,MURPHY JOHN 147 ATTORNEY
39423,345.0,PEARL MURPHY JOHN 112 LAURENS
39424,182.0,ELIZABETH
39425,255.0,2465
39426,,GRAND
39427,34.0,RENWICK
39428,93.0,MARKET MURPHY JOHN 18 VANDEWATER
39429,,MURPHY JOHN 42 WHITEHALL
39430,654.0,WATER MURPHY JOHN E 259 25
39431,284.0,WALKER 2167
39432,156.0,MADISON
39433,228.0,MOIT MURPHY JOHN H 223 MONROE
39434,46.0,ROOSEVELT
39435,214.0,5
39436,46.0,ROOSEVELT
39437,,W 36 & AVE 11 MURPHY JOHN 125 BARROW
39438,161.0,EF LITH MURPHY JOHN E 99 11
39439,264.0,MONROE MURPHY JOHN 122 NASSAU H 17 ANN
39440,15.0,MONT AND MURPHY JOHN E 164 BROADWAY
39441,22.0,AVE B
39442,54.0,BLEECKER MURPHY JOHN 1434 GREENWICH
39443,26.0,DEY MUFPHY JOHN 256 WATER H 256 WATER
39444,53.0,MARKET MURPHY JOHN 91 CHERRY
39445,11.0,WASHINGTON
39446,108.0,MADISON
39447,171.0,CHAMBERS MURPHY JOHN 54 OAK
39448,3.0,WHITEHALL MURPHY JOHN A 2167
39449,424.0,
39450,73.0,BAYARD HAMILTON
39451,178.0,MADISON
39452,384.0,PEARL MURPHY JOHN H 588 BROOME
39453,214.0,AVE 9 MURPHY JOBN M L 663
39454,155.0,
39455,3.0,AVE 3 & E 42D ORANGE
39456,382.0,CHERRY MURPHY JOSEPH W 186 19
39457,361.0,CHERRY MURPHY JOSEPH 15 SPRUCE
39458,15.0,BARCLAY MURPHY JOSEPH 301 MADISON
39459,80.0,CHARLTON MURPHY W JULIA 29
39460,,W 29 & AVE 11
39461,33.0,MONROE MURPHY LAWRENCE 129 CHERRY
39462,120.0,12 MURPHY MARGARET
39463,112.0,HOUSTON
39464,292.0,AVE 1 MURPHY MARTIN 69 GREENWICH
39465,171.0,CHARLES
39466,105.0,ELDRIDGE
39467,24.0,ALBANY
39468,74.0,AVE B
39469,33.0,RUTGERS
39470,344.0,AVE 4
39471,20.0,CHERRY
39472,552.0,4
39473,,AVE E 3C 40
39474,417.0,CHERRY
39475,58.0,GRAND
39476,247.0,MULBERRY
39477,,E 25 & AVE 2
39478,190.0,W 20
39479,124.0,BARROW
39480,142.0,AVE 3
39481,248.0,MOTT
39482,20.0,CHERRY
39483,86.0,LAIGHT
39484,100.0,GREENE
39485,60.0,LAIGHT
39486,9.0,AVE 9 & W 39
39487,10.0,CLARKSON
39488,92.0,OLIVER
39489,170.0,DELANCEY
39490,193.0,MERCER 95 CEDAR
39491,8.0,JACKSON
39492,46.0,JAMES
39493,,W 29 & AVE 11
39494,235.0,E 25
39495,1.0,CHESNUT
39496,386.0,10
39497,316.0,AVE 8
39498,20.0,GANSEVOORT
39499,7.0,LUDLOW
39500,,W 28 & AVE 10
39501,100.0,AVE 10
39502,7.0,AVE 7 & W 27
39503,359.0,RIVINGTON
39504,131.0,READE
39505,99.0,AVE 10
39506,90.0,ORANGE
39507,176.0,BROOME
39508,228.0,12
39509,10.0,AVE 10 & W 33D
39510,265.0,E 21
39511,,E 29 & AVE 3
39512,29.0,BROOME
39513,83.0,SULLIVAN
39514,211.0,ELIZABETH
39515,137.0,W 20
39516,455.0,STANTON
39517,46.0,DEAN BKLYN
39518,105.0,CHARLES
39519,177.0,ORANGE
39520,67.0,G WICH
39521,344.0,SUFFOLK
39522,464.0,WASHINGTON
39523,,12 & AVE A
39524,107.0,CHERRY
39525,62.0,AVE 3
39526,85.0,CHARLTON
39527,424.0,WEST
39528,73.0,GOERCK
39529,,W 29 & ALY 10
39530,2224.0,W 17
39531,20.0,ROOSEVELT
39532,100.0,B 92 STANTON
39533,35.0,WILLETT
39534,15.0,ELIZABETH
39535,241.0,E 25
39536,143.0,AVE 3
39537,237.0,W 19
39538,60.0,SPRUCE
39539,,AVE E 4N 39
39540,394.0,CHERRY
39541,154.0,READE
39542,233.0,E 25
39543,63.0,CROSS
39544,271.0,3
39545,1124.0,ROOSEVELT
39546,126.0,LEROY
39547,82.0,HAMERSLEY
39548,94.0,MOTT
39549,47.0,CLINTON
39550,50.0,ORANGE
39551,100.0,SUFFOLK
39552,42.0,HAMILTON
39553,69.0,MARKET
39554,135.0,LIBERTY
39555,384.0,PEARL WATER AND 364
39556,153.0,WATER
39557,52.0,MACDOUGAL
39558,193.0,MERCER
39559,249.0,W 19
39560,,W 30 & ALY 7
39561,62.0,MARKET
39562,25.0,WILLETT
39563,5.0,LEWIS
39564,637.0,BROADWAY
39565,249.0,W 19
39566,5.0,WASHINGTON
39567,9.0,JONES
39568,326.0,MADISON
39569,90.0,HOUSTON
39570,149.0,FORSYTH
39571,25.0,PRINCE
39572,123.0,E 22D
39573,19.0,CITY
39574,242.0,MONROE
39575,121.0,SUFFOLK
39576,83.0,FORSYTH
39577,189.0,W 20
39578,236.0,AVE 6
39579,72.0,ROOSEVELT
39580,252.0,AVE 8
39581,43.0,LUDLOW
39582,23.0,RIVGTN
39583,89.0,CANNON
39584,469.0,B 413 BROOME
39585,556.0,BROADWAY 133 CROSBY
39586,96.0,E L4
39587,43.0,PINE
39588,,W 30 & AVE 8
39589,5.0,2
39590,243.0,RIVINGTON
39591,238.0,STANTON
39592,28.0,CORNELIA
39593,439.0,WASHINGTON
39594,107.0,DELANCEY
39595,43.0,LUDLOW
39596,27.0,MONROE
39597,252.0,WALKER
39598,120.0,MACDOUGAL
39599,,W 27 AND 28
39600,232.0,E 18
39601,469.0,4
39602,318.0,RIVINGTON
39603,66.0,RIDGE
39604,171.0,MULBERRY
39605,66.0,W 18
39606,249.0,W 19
39607,58.0,CHRYSTIE
39608,30.0,RIDGE
39609,84.0,MONROE
39610,182.0,AVE B
39611,434.0,HUDSON
39612,134.0,BARROW
39613,18.0,WASHINGTON PL
39614,158.0,WOOSTER
39615,65.0,MARKET
39616,566.0,GRAND
39617,151.0,2
39618,,E 28 & AVE 2
39619,579.0,4
39620,210.0,W 16
39621,157.0,E 11
39622,38.0,MOTT
39623,19.0,CITY
39624,250.0,MOTT
39625,150.0,W 16
39626,436.0,GREENWICH
39627,61.0,MOTT
39628,147.0,3
39629,1.0,AVE 1 & E 18
39630,,W 26 & ALY 8
39631,296.0,W 19
39632,386.0,GREENWICH
39633,100.0,LEROY
39634,19.0,CARMINE
39635,402.0,KIGHTH
39636,2.0,
39637,672.0,GREENWICH
39638,120.0,PRINCE
39639,30.0,LAIGHT
39640,,W 29 & ALY 6
39641,434.0,CHERRY
39642,419.0,
39643,,BKLYN
39644,191.0,7
39645,249.0,W 19
39646,201.0,W 24
39647,233.0,ELIZABETH
39648,258.0,MOTT
39649,86.0,CENTRE
39650,157.0,FORSYTH
39651,154.0,AVE 8
39652,250.0,2
39653,157.0,LEWIS
39654,243.0,W 18
39655,71.0,MANGIN
39656,693.0,4
39657,241.0,EK 24
39658,65.0,
39659,,AVE E 2C 25
39660,235.0,E LLTH
39661,,BKLYN
39662,35.0,MAIDEN LN
39663,96.0,E 14
39664,34.0,
39665,56.0,RIDGE
39666,,AVE
39667,70.0,CANNON
39668,120.0,CEDAR
39669,79.0,NASSAU
39670,40.0,RUTGERS
39671,37.0,
39672,95.0,CANAL
39673,96.0,E 14
39674,2204.0,GREENWICH
39675,21.0,E LTH
39676,48.0,VESEY
39677,249.0,W 19
39678,95.0,AVE 10
39679,73.0,MANGIN
39680,215.0,WOOSTER
39681,5.0,AVE 5 & 22D
39682,367.0,CHERRY
39683,,12 & AVE B
39684,254.0,E 13
39685,43.0,PERRY
39686,47.0,LEWIS
39687,70.0,AVE 6
39688,49.0,MOTT
39689,15.0,HAMMOND
39690,164.0,LUDLOW
39691,398.0,WATER
39692,110.0,BANK
39693,129.0,W 15
39694,81.0,MADISON
39695,149.0,FORSYTH
39696,109.0,WA
39697,146.0,FULTON
39698,556.0,BROADWAY
39699,69.0,WATER
39700,,LEXINGTON AVE E 33D
39701,583.0,GREENWICH
39702,7.0,AVE 7 & W 20 II
39703,267.0,EF 21
39704,30.0,TRINITY PL PE I
39705,,W 27 & AVE 7 V
39706,211.0,AVE 1 HI
39707,228.0,FE 13
39708,365.0,HOUSTON IE
39709,240.0,AVE 1
39710,187.0,ALY C
39711,258.0,9
39712,,AVE W 6N 31 A
39713,6.0,BY OE FA
39714,,W 36 & AVE 10 JO
39715,64.0,HUDSON
39716,391.0,PEARL J
39717,47.0,WOOSTER EE
39718,158.0,3
39719,196.0,STANTON I
39720,172.0,2 A
39721,35.0,ALY 6
39722,1264.0,FORSYTH SO
39723,52.0,RIDGE FY
39724,3.0,ALBANY EY
39725,2.0,EXTRA 1
39726,41.0,RIDGE AT
39727,435.0,BROADWAY
39728,13.0,HOWARD
39729,43.0,JOHN
39730,570.0,GRAND
39731,69.0,SUFFOLK
39732,11.0,WALL
39733,35.0,WALL
39734,56.0,WALL
39735,9.0,AVE B
39736,33.0,PITT
39737,263.0,RIVINGTON
39738,100.0,ELDRIDGE
39739,26.0,NEW
39740,31.0,LEONARD
39741,462.0,WASHINGTON
39742,66.0,
39743,74.0,AVE B
39744,15.0,PELL
39745,376.0,9
39746,260.0,AVE 8
39747,14.0,CLARKSON
39748,774.0,NORFOLK
39749,7.0,AVE 7 & W 28
39750,45.0,HESTER
39751,462.0,WASHINGTON
39752,76.0,LEXINGTON AVE
39753,124.0,BEEKMAN
39754,134.0,DUANE
39755,86.0,ESSEX
39756,2.0,DRY DOCK
39757,77.0,BEDFORD
39758,231.0,SULLIVAN
39759,87.0,HAMMOND
39760,13.0,HOWARD
39761,39.0,5
39762,22.0,AVE 2
39763,396.0,GRAND
39764,46.0,AVE B
39765,12.0,LEWIS
39766,265.0,5
39767,275.0,RIVINGTON
39768,144.0,ESSEX
39769,265.0,5
39770,98.0,AVE D
39771,173.0,ATTORNEY
39772,1.0,STANTON
39773,68.0,CANNON
39774,82.0,MONROE
39775,22.0,MORTON
39776,282.0,3
39777,135.0,W 17
39778,56.0,WEST
39779,39.0,HESTER
39780,103.0,N MOORE
39781,737.0,WASHINGTON
39782,86.0,ESSEX
39783,50.0,COLUMBIA
39784,66.0,STATE
39785,20.0,COLUMBIA
39786,,AVE W 9C 34
39787,,AVE W 9C 29
39788,59.0,SULLIVAN
39789,197.0,AVE 3
39790,5.0,AVE D
39791,33.0,
39792,260.0,5
39793,131.0,W 16
39794,146.0,SULLIVAN
39795,188.0,W 18
39796,83.0,AVE 5
39797,7.0,AVE 7 & W 32D
39798,165.0,STANTON
39799,31.0,SPRIN
39800,279.0,W 18T
39801,291.0,AVE 6
39802,18.0,AVE D
39803,91.0,GOLD
39804,318.0,4
39805,46.0,OLIVER
39806,391.0,PEARL
39807,,W 37 & AVE 10
39808,44.0,JONES
39809,38.0,GOERCK
39810,260.0,GRAND
39811,231.0,ELIZABETH
39812,477.0,B BH 477 BROADWAY
39813,401.0,ATLANTIC
39814,,SCHENECTADY
39815,187.0,BLEECKER
39816,99.0,CHARLTON
39817,9.0,NASSAU
39818,,W 26 & AVE 10
39819,114.0,BROAD
39820,621.0,4
39821,788.0,GREENWICH
39822,265.0,5
39823,25.0,CORNELIA
39824,275.0,RIVINGTON
39825,128.0,
39826,,W 18 & AVE 5
